"Tr_year_binned","Age_bin","mean.plhiv.total","mean.plhiv.males","mean.plhiv.females","mean.hivdeaths.total","mean.hivdeaths.males","mean.hivdeaths.females","Undiagnosed.total","Undiagnosed.m","Undiagnosed.f","Diagnosed_noART.total","Diagnosed_noART.m","Diagnosed_noART.f","Onart.under6mo.firstinit.under200.total","Onart.under6mo.firstinit.under200.m","Onart.under6mo.firstinit.under200.f","Onart.under6mo.firstinit.over200.total","Onart.under6mo.firstinit.over200.m","Onart.under6mo.firstinit.over200.f","OnART.afterInterrupt.under6mo.under200.total","OnART.afterInterrupt.under6mo.under200.m","OnART.afterInterrupt.under6mo.under200.f","OnART.afterInterrupt.under6mo.over200.total","OnART.afterInterrupt.under6mo.over200.m","OnART.afterInterrupt.under6mo.over200.f","OnART.VL.Supp.total","OnART.VL.Supp.m","OnART.VL.Supp.f","OnART.VL.NoSupp.total","OnART.VL.NoSupp.m","OnART.VL.NoSupp.f","OnART.under6mo.VL.Supp.total","OnART.under6mo.VL.Supp.m","OnART.under6mo.VL.Supp.f","OnART.under6mo.VL.NoSupp.total","OnART.under6mo.VL.NoSupp.m","OnART.under6mo.VL.NoSupp.f","OnART.over6mo.VL.Supp.total","OnART.over6mo.VL.Supp.m","OnART.over6mo.VL.Supp.f","OnART.over6mo.VL.NoSupp.total","OnART.over6mo.VL.NoSupp.m","OnART.over6mo.VL.NoSupp.f","DropOut.total","DropOut.m","DropOut.f","DropOut.first.total","DropOut.first.m","DropOut.first.f","DropOut.subseq.under6mo.total","DropOut.subseq.under6mo.m","DropOut.subseq.under6mo.f","DropOut.subseq.over6mo.total","DropOut.subseq.over6mo.m","DropOut.subseq.over6mo.f"
2040,30,57627.26453847161,17005.841792306295,40621.42274616531,348.65029103512205,139.8619057093145,208.78838532580758,1167.831310752961,812.9621897155663,354.8691210373946,44.63997390949942,23.26951229606548,21.37046161343394,53.48358825163713,38.67259440478606,14.810993846851067,4.668741474644412,1.962355405011356,2.7063860696330555,219.78531157276007,136.35926249294357,83.42604907981651,60.45132408746561,15.977439562052002,44.47388452541361,741.5808425612258,406.86450148490866,334.7163410763171,64.48529065749788,35.37952186825292,29.105768789244966,311.31784815558666,177.53391971560956,133.7839284399771,27.071117230920578,15.43773214918344,11.633385081737138,430.2629944056391,229.33058176929907,200.93241263634002,37.414173426577314,19.941789719069483,17.472383707507827,389.0598273360982,185.39279634409257,203.6670309920056,150.15646230742473,69.9011127910581,80.25534951636664,29.340616191045363,14.063681298536006,15.276934892509356,209.56274883762808,101.42800225449848,108.13474658312961
2041,30,55515.56881004122,16424.674880244318,39090.893929796905,330.5499976168368,125.4851625550686,205.06483506176815,1177.0096210520637,804.2891992311899,372.72042182087387,48.98472013713625,24.513426756639326,24.471293380496927,45.26539681098801,32.395620911889544,12.869775899098464,4.687892426977342,2.346957008982411,2.3409354179949307,205.30811130941552,120.81699312086641,84.49111818854911,52.80817410914985,16.68449600337561,36.123678105774246,672.2393409277807,374.55039051062477,297.6889504171559,58.45559486328528,32.56959917483693,25.88599568844834,283.4240086840083,158.46454168150487,124.95946700250342,24.64556597252246,13.77952536360912,10.86604060891334,388.8153322437724,216.08584882911987,172.72948341465252,33.810028890762815,18.790073811227813,15.019955079535,395.5155187299792,196.46240955173025,199.05310917824895,151.6140621840231,71.55910493467225,80.05495724935086,31.53477423182168,17.55249702344397,13.98227720837771,212.3666823141344,107.35080759361402,105.01587472052037
2042,30,53007.46012486678,15665.89414390191,37341.56598096487,329.0034210122087,123.71068071547886,205.2927402967299,1135.1388069554243,775.0382232550983,360.1005837003261,44.391818042782184,28.49178048573296,15.900037557049224,43.677006701623135,31.22626143630353,12.450745265319602,3.837642221736567,0.7566680881195863,3.080974133616981,200.16515098618032,111.14578280649795,89.01936817968239,48.550080076764154,19.839229787487575,28.710850289276582,651.4964903806043,354.5107291267562,296.9857612538482,56.651868728748205,30.827019924065755,25.824848804682446,272.53148958739985,149.93050674893595,122.60098283846392,23.698390398904337,13.037435369472691,10.660955029431644,378.96500079320447,204.58022237782023,174.38477841538423,32.95347832984387,17.789584554593063,15.163893775250802,379.1505470573652,202.22180101143138,176.9287460459338,158.49806254738397,82.87184306182246,75.6262194855615,29.191740754883106,13.6466316382489,15.545109116634206,191.46074375509812,105.70332631136003,85.75741744373809
2043,30,49708.39184844781,14571.996704745692,35136.39514370212,314.13605699354423,111.37653759365365,202.75951939989056,1072.349069472996,736.5732992233702,335.7757702496257,35.60690775391563,19.80907425307592,15.797833500839705,42.95722441676663,29.676950375204395,13.280274041562233,4.266458062086971,1.5510711854568933,2.715386876630078,191.0353315637451,106.68981414003228,84.34551742371282,56.52895880439477,19.550726707401658,36.97823209699311,648.3489958353296,340.7435618206727,307.60543401465685,56.37817355089822,29.62987494092806,26.74829860997016,271.20493501923403,144.87107741544762,126.3338576037864,23.58303782775948,12.597484992647617,10.985552835111859,377.14406081609553,195.8724844052251,181.27157641087044,32.79513572313874,17.032389948280443,15.762745774858299,331.2130485219911,159.78341622334665,171.4296322986444,130.09510223628882,64.36576697155141,65.72933526473741,25.392104130874074,11.349842291135317,14.042261839738757,175.72584215482817,84.06780696065992,91.65803519416824
2044,30,45882.063284639866,13168.51066857962,32713.55261606025,280.92461478648994,97.56331586796576,183.36129891852417,992.3671463708869,696.8399212679515,295.5272251029354,37.08474221144066,23.022959577879714,14.06178263356095,39.8405522336367,25.460253210459886,14.380299023176816,2.7174749484622476,1.143173024917009,1.5743019235452385,171.86108156303544,98.83221756856243,73.02886399447303,45.634902842171336,15.543278583118873,30.091624259052463,568.7888157356762,304.7583991141869,264.0304166214892,49.45989702049357,26.500730357755376,22.959166662738195,239.2496906603213,129.70060859609353,109.54908206422775,20.80432092698446,11.278313790964654,9.526007136019803,329.53912507535483,175.05779051809333,154.48133455726148,28.65557609350911,15.222416566790722,13.43315952671839,343.4647720401251,173.40785402478505,170.05691801534007,129.00047481250093,63.937352309228025,65.0631225032729,26.069395489589294,13.599644151230201,12.46975133835909,188.39490173803492,95.87085756432684,92.52404417370809
2045,30,42305.493962708635,11873.903288734266,30431.59067397437,264.0815579230472,87.2641815310029,176.8173763920443,924.8194679807225,612.9704444972211,311.84902348350147,36.108013129296275,20.50308953007724,15.604923599219036,40.03672078605083,27.655961518712388,12.380759267338437,3.923872196817945,1.1628482541387568,2.761023942679188,164.55472233761367,94.58879375574836,69.96592858186531,51.03943215758248,15.593411230721994,35.446020926860484,558.7425245096549,295.4914997575875,263.25102475206745,48.58630647910043,25.69491302239891,22.891393456701515,238.79036767981972,127.88093357857578,110.90943410124396,20.764379798245194,11.12008118074572,9.644298617499475,319.95215682983525,167.61056617901173,152.3415906508235,27.821926680855235,14.574831841653193,13.247094839202042,297.5686046269618,148.62007802287096,148.94852660409083,114.12993714533793,57.60569932550766,56.524237819830276,22.655966103498045,12.859031441326708,9.796934662171337,160.7827013781258,78.15534725603659,82.62735412208923
2000,35,91341.7763569725,47857.46023849435,43484.31611847816,7197.78213468603,3595.3561816437123,3602.425953042318,8643.804507945028,5611.83419440513,3031.970313539898,66.42470097502006,42.917577655965275,23.507123319054784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,35,96023.61431964593,49910.50000458106,46113.11431506487,7258.7880170579165,3642.8946527365097,3615.8933643214073,8505.219178278026,5683.848486780464,2821.3706914975637,346.34035397659926,148.39048951555841,197.94986446104085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,35,100571.87662253524,51951.134371321685,48620.74225121356,7908.0775458955695,3904.9265134015695,4003.1510324939995,8342.37577027276,5716.1370173479545,2626.238752924806,777.2283693474235,192.4301944049408,584.7981749424828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,35,104586.51377061404,53753.5084565993,50833.00531401474,8359.108702316602,4074.6975870429505,4284.411115273652,8181.328043922852,5844.300345594085,2337.027698328767,1158.7841587947746,190.3030690219136,968.4810897728611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,35,108533.94125553242,55411.260376094186,53122.68087943824,8635.096433417744,4176.946803047125,4458.149630370619,7834.946929140485,5853.762979791095,1981.1839493493896,1714.406955107714,402.27628760022793,1312.1306675074861,36.07253389489532,5.791129461527644,30.28140443336768,5.825292605922151,0,5.825292605922151,0,0,0,0,0,0,39.96358026903727,5.684274651435627,34.27930561760164,3.4750939364380233,0.49428475229875013,2.9808091841392734,38.546000380752076,5.327839104605433,33.218161276146645,3.351826120065398,0.46329035692221154,2.8885357631431865,1.4175798882851938,0.3564355468301937,1.061144341455,0.12326781637262554,0.030994395376538583,0.09227342099608696,2.3381772363884803,0.38486609255850646,1.9533111438299735,2.3381772363884803,0.38486609255850646,1.9533111438299735,0,0,0,0,0,0
2005,35,112606.9976198182,57080.434961317784,55526.562658500414,8806.979787894617,4316.868417138129,4490.111370756487,7092.753040342786,5546.7988102808395,1545.9542300619469,2528.1417115974164,809.3461161214819,1718.7955954759343,14.592096047641116,6.554019803519042,8.038076244122074,3.8941707350167567,0,3.8941707350167567,0,0,0,0,0,0,35.958378831381786,8.5321068798762,27.426271951505584,3.1268155505549378,0.741922337380539,2.3848932131743985,17.007365440045245,6.029698219237519,10.977667220807724,1.4789013426126298,0.5243215842815234,0.9545797583311065,18.95101339133654,2.5024086606386806,16.44860473069786,1.647914207942308,0.2176007530990157,1.430313454843292,28.885926419981487,3.156905123938859,25.729021296042628,28.885926419981487,3.156905123938859,25.729021296042628,0,0,0,0,0,0
2006,35,116829.65841186192,58637.88900532652,58191.7694065354,9052.801946103096,4430.069326569415,4622.732619533681,6456.893619837501,5201.13962869404,1255.7539911434621,3209.0032404498784,1193.9029208275954,2015.1003196222828,67.05405828916898,53.12878282780823,13.925275461360743,6.659163553221498,0,6.659163553221498,0.7636052783586248,0,0.7636052783586248,0,0,0,95.70753705920256,56.4363215436203,39.271215515582256,8.322394526887178,4.9075062211843745,3.4148883057028043,68.51868095108917,48.87848020158357,19.640200749505595,5.958146169659928,4.250302626224658,1.7078435434352692,27.188856108113388,7.557841342036732,19.631014766076653,2.364248357227251,0.6572035949597158,1.707044762267535,65.1825449413143,11.944182958580807,53.238361982733494,65.1825449413143,11.944182958580807,53.238361982733494,0,0,0,0,0,0
2007,35,120676.72555200128,59980.55489393851,60696.17065806277,9077.190688372762,4396.186120895671,4681.004567477093,5881.828181866783,4857.730605934362,1024.0975759324213,3467.6433905202985,1330.989258159724,2136.6541323605747,157.6778229619416,99.10940943414839,58.56841352779319,23.268687115485456,1.182640244103603,22.08604687138185,1.1768758244667799,0.39184242640579164,0.7850333980609882,0,0,0,229.82023334833474,124.98997608153569,104.83025726679905,19.984368117246497,10.86869357230745,9.115674544939047,167.55351502974233,92.62918073628516,74.92433429345715,14.569870872151506,8.054711368372622,6.515159503778882,62.26671831859242,32.360795345250516,29.905922973341898,5.414497245094992,2.8139822039348275,2.6005150411601647,139.27589449837018,50.846429011226896,88.42946548714329,138.48737200083957,50.45572191782534,88.03165008301423,0.7885224975306102,0.39070709340155163,0.3978154041290585,0,0,0
2008,35,124474.32973682847,61229.06593732412,63245.26379950435,8742.904690487485,4237.589356304547,4505.315334182937,5295.752705032716,4449.699505348423,846.0531996842933,3351.118419499216,1304.3209534926314,2046.7974660065847,204.12899705798492,124.90148345023853,79.2275136077464,43.460321287520514,9.294090858097984,34.16623042942253,8.865091489935716,1.9219178881249397,6.943173601810776,1.1505400108330126,0.368649427518969,0.7818905833140436,373.1387556471519,197.53821217487985,175.60054347227208,32.44684831714365,17.1772358412939,15.269612475849746,236.99655385857224,125.56725029406199,111.42930356451025,20.608395987701932,10.918891329918434,9.6895046577835,136.14220178857968,71.97096188081784,64.17123990776183,11.83845232944171,6.258344511375465,5.580107818066246,300.93499809338357,147.47499529979206,153.4600027935915,299.7768400885883,147.47499529979206,152.30184478879625,0.3677636638695932,0,0.3677636638695932,0.7903943409256953,0,0.7903943409256953
2009,35,128229.47088681925,62122.22811921708,66107.24276760218,7794.21885399595,3796.7358939713245,3997.482960024625,4667.127781764482,3952.9170730346545,714.2107087298278,3006.783095759434,1261.4016978696845,1745.3813978897495,255.48652622762285,162.7461294370153,92.74039679060756,53.401109491048565,11.713283941313916,41.68782554973465,75.13564701003108,42.59147501720077,32.5441719928303,20.571285305101355,3.480626310296918,17.09065899480444,600.2705284945913,339.1965743126926,261.0739541818988,52.19743726039925,29.495354288060224,22.70208297233902,372.22700259109956,202.88899352936076,169.3380090617388,32.367565442704304,17.64252117646615,14.725044266238156,228.0435259034918,136.30758078333182,91.73594512015997,19.829871817694936,11.852833111594071,7.977038706100866,421.7581784001911,189.16743664554892,232.5907417546422,413.21396670852823,187.2078695528607,226.00609715566753,3.50261714272486,1.166970141566154,2.335647001158706,5.041594548938026,0.7925969511220524,4.248997597815973
2010,35,132004.39118649907,62917.35874958273,69087.03243691633,6665.5749542236845,3285.0293262564896,3380.5456279671944,4240.392700799008,3638.6010919095115,601.7916088894959,2545.280338630395,1059.138087749383,1486.142250881012,276.1847344431923,183.95003822167752,92.23469622151478,49.79375645828338,14.059390230276149,35.73436622800723,150.2667156391506,99.64710275019652,50.61961288895407,33.033569113632566,5.492925559871394,27.54064355376117,843.0193692004651,489.09775224105744,353.9216169594077,73.30603210438827,42.53023932530934,30.775792779078927,468.53647360191815,278.8975002210599,189.6389733808583,40.74230205234071,24.25195654096173,16.49034551137898,374.4828955985469,210.20025201999752,164.2826435785494,32.56373005204755,18.27828278434761,14.285447267699947,444.41042588299644,227.12011071279207,217.2903151702044,421.14421473153965,217.44005963414133,203.7041550973983,10.895299758846217,4.703235960518816,6.1920637983274025,12.370911392610571,4.976815118131896,7.394096274478676
2011,35,135844.08203915393,63417.75609451139,72426.32594464254,5544.6895725570585,2781.5938680087675,2763.095704548291,3777.199232013777,3252.55339088101,524.6458411327668,2122.6893444023717,939.088602014315,1183.6007423880567,253.92438151880845,175.82951610991648,78.09486540889196,61.61986831358306,24.621043061143727,36.99882525243934,217.9047900620109,136.62935574839938,81.27543431361154,54.06350858655759,10.937296068684121,43.12621251787347,1058.5699048611843,619.0853035502533,439.48460131093094,92.0495569444508,53.83350465654376,38.21605228790704,540.5115446024832,320.1758341090922,220.33571049339102,47.0010038784768,27.841376879051495,19.159626999425303,518.058360258701,298.9094694411611,219.14889081753992,45.048553065974,25.992127777492268,19.05642528848173,506.8236451169277,267.4308451348945,239.39279998203318,459.490252224442,244.61650669314088,214.8737455313011,19.405931248398044,9.275344154350748,10.130587094047295,27.927461644087675,13.538994287402886,14.388467356684789
2012,35,140168.63982566574,64111.14542661502,76057.49439905072,4507.88756034857,2272.0626849647374,2235.824875383833,3378.668874668598,2918.011843183194,460.6570314854048,1643.1934907777825,761.4794092032062,881.7140815745763,254.38045836807822,181.9300872073684,72.45037116070985,39.71631468567361,12.83569553310239,26.880619152571217,251.13494573729483,159.3687843563761,91.76616138091873,81.31338295347851,18.67786136541074,62.63552158806777,1242.3329285276736,742.5523248559301,499.7806036717435,108.02895030675423,64.56976737877653,43.45918292797769,576.4214936049632,342.987434185277,233.43405941968618,50.123608139562016,29.824994276980608,20.298613862581405,665.9114349227104,399.5648906706531,266.3465442520573,57.90534216719221,34.74477310179592,23.160569065396288,609.1496639743198,337.55744823294395,271.59221574137587,507.66542020442824,285.1094824975643,222.555937706864,38.21153245345449,19.82436079871344,18.38717165474105,63.272711316437075,32.62360493666624,30.649106379770835
2013,35,144888.30637651894,64567.8931440708,80320.41323244816,3616.9566722387876,1881.8406266325026,1735.116045606285,2958.8595679948394,2565.1253208372586,393.7342471575807,1224.5216863943995,608.4533497791488,616.0683366152508,224.47367874264685,165.9141064658187,58.55957227682818,41.25541835987585,15.939138694650227,25.31627966522562,291.55759054435003,196.67606608513805,94.881524459212,97.34671887301347,18.281820685236625,79.06489818777685,1378.3810633814026,805.4630410878517,572.9180222935508,119.85922290273065,70.04026444242189,49.818958460308764,602.2627339982954,365.0662413763761,237.19649262191925,52.3706725215909,31.74489055446749,20.625781967123412,776.1183293831072,440.3967997114756,335.7215296716316,67.48855038113975,38.2953738879544,29.19317649318535,734.2040536090173,401.19493354871116,333.0091200603061,555.6463324141905,316.3026177611056,239.34371465308493,51.05988349192901,24.596678021103745,26.46320547082526,127.49783770289775,60.29563776650183,67.20219993639593
2014,35,149285.42489828565,64941.8759112611,84343.54898702455,2869.0833746271383,1509.7596869563667,1359.3236876707717,2682.447726278746,2318.2996277061006,364.1480985726456,954.5717050641906,495.2870256513278,459.2846794128628,222.43227144729096,171.86515364618893,50.567117801102036,43.534464952384305,20.190884600360338,23.34358035202397,363.4931976237417,242.8757771059978,120.61742051774388,121.75624836613966,27.909454637133546,93.84679372900611,1615.652952537488,964.6346945403112,651.0182579971769,140.49156109021635,83.88127778611401,56.61028330410233,691.1188877983922,425.8139683905062,265.30491940788596,60.097294591164534,37.02730159917445,23.06999299199008,924.534064739096,538.8207261498051,385.7133385892909,80.39426649905182,46.85397618693957,33.540290312112255,885.8950743227088,481.0814497768452,404.8136245458635,649.2932552177226,366.1793403875812,283.1139148301415,69.20617291524638,35.39608947476665,33.810083440479744,167.39564618973967,79.50601991449736,87.88962627524229
2015,35,153928.79061607586,65158.186694232725,88770.60392184314,2436.284114363749,1301.4145167272854,1134.8695976364634,2427.1398251427795,2080.3230802936664,346.8167448491134,705.9196303324712,400.8045442950872,305.11508603738406,176.2353956030623,140.30314364204327,35.93225196101902,29.973739993476133,15.940954771507407,14.032785221968725,431.74124207674174,294.74894662399277,136.99229545274895,134.17481415579252,35.013190883746795,99.16162327204574,1788.6858780133578,1081.0477303306618,707.6381476826958,155.53790243594415,94.00415046353581,61.53375197240833,710.355176482747,447.12573704758705,263.22943943515986,61.77001534632581,38.88049887370322,22.889516472622592,1078.330701530611,633.9219932830748,444.408708247536,93.76788708961833,55.12365158983258,38.64423549978574,1035.4438651030564,565.0156528772482,470.4282122258082,678.7953240429237,384.8845414707423,293.9107825721813,101.33901154094642,51.58415661139734,49.75485492954908,255.30952951918636,128.54695479510855,126.76257472407782
2016,35,157645.72261811604,64988.388795257044,92657.33382285899,2090.5384707728126,1104.4203008930106,986.1181698798023,2226.075891383767,1884.2253243289813,341.8505670547859,546.5809344119893,336.35157655139307,210.22935786059628,156.9133043919463,123.0603328698098,33.85297152213649,19.068289870317987,10.887838803509366,8.18045106680862,453.4897440162101,315.2774401023074,138.2123039139027,171.77489579945697,43.1698759667454,128.60501983271158,1856.9263079625503,1111.979273699668,744.9470342628823,161.47185286630872,96.69384988692765,64.77800297938106,737.1465353516969,453.00384872298224,284.14268662871467,64.09969872623451,39.39163901938976,24.70805970684475,1119.7797726108533,658.9754249766858,460.8043476341676,97.3721541400742,57.30221086753789,40.069943272536314,1159.510522426177,640.0307738956894,519.4797485304875,729.229790076206,422.9724763655029,306.25731371070304,85.78049423704972,38.729925681518665,47.050568555531065,344.5002381129213,178.3283718486679,166.17186626425342
2017,35,159934.8147662367,64106.790551857994,95828.02421437869,1835.448705803778,982.6191685584545,852.8295372453235,2046.369603023162,1719.8830229044274,326.4865801187345,449.55032941386133,290.9644977956003,158.585831618261,139.70311566315382,110.50981218856346,29.193303474590365,26.58126743153773,11.334052749945862,15.247214681591869,518.7583872991207,356.66791628942667,162.09047100969406,179.72391206212635,45.497608716198286,134.22630334592805,1953.213137006183,1175.2772714461614,777.9358655600215,169.8446206092333,102.19802360401403,67.64659700521926,795.5853478594636,482.08863874860356,313.49670911086,69.1813345964751,41.92075119553074,27.26058340094435,1157.6277891467194,693.1886326975578,464.4391564491615,100.66328601275819,60.27727240848328,40.38601360427491,1210.1786079585197,678.7909767206598,531.3876312378598,708.474073182532,421.84965032069977,286.6244228618323,96.08473502172276,50.83715584137491,45.247579180347856,405.6197997542648,206.1041705585851,199.51562919567968
2018,35,161522.6578818646,63050.0687460398,98472.5891358248,1689.1870036429652,907.5019489494588,781.6850546935063,1874.5658693629834,1550.571832339307,323.99403702367647,362.15897820137275,242.782350607015,119.37662759435777,127.66443439408356,108.27106438330152,19.393370010782032,17.866370832270565,9.691425661570726,8.17494517069984,540.9412594614103,362.17754600768393,178.76371345372633,213.99104434751396,52.23052351718293,161.76052083033102,2016.8176242799605,1165.558075347846,851.2595489321147,175.3754455895618,101.35287611720398,74.0225694723578,828.4260603124561,489.78091480416,338.64514550829614,72.03704872282226,42.58964476557913,29.44740395724314,1188.3915639675045,675.7771605436859,512.6144034238187,103.33839686673952,58.76323135162485,44.575165515114655,1261.5135276997948,712.4897812132475,549.0237464865472,706.1478057488849,424.94250831912757,281.20529742975737,88.60558814800793,45.83011119477026,42.77547695323766,466.7601338029019,241.7171616993497,225.04297210355222
2019,35,162416.23810126114,61746.58560266999,100669.65249859115,1572.6710365496633,784.6362095246526,788.0348270250107,1844.4840731643617,1532.392778964046,312.09129420031564,282.3250483768249,187.6850706531031,94.63997772372178,111.30182705140206,93.7093407605743,17.59248629082776,16.410697783828283,9.797945793573017,6.612751990255265,576.7016500793242,399.9408707341159,176.76077934520825,226.96592932392497,51.809660526813126,175.15626879711184,2127.3695406900015,1265.034595455239,862.3349452347624,184.98865571217402,110.00300830045556,74.98564741171846,856.8696958994011,510.83719238987027,346.0325035095309,74.51040833907835,44.420625425206104,30.08978291387225,1270.4998447906003,754.1974030653688,516.3024417252315,110.47824737309567,65.58238287524945,44.89586449784621,1218.782694177738,682.6752269386388,536.107467239099,621.6130778623776,382.02896926370227,239.58410859867536,85.41898057671298,45.1912555235218,40.227725053191186,511.7506357386473,255.45500215141482,256.2956335872325
2020,35,162440.47150970923,60143.57269434517,102296.89881536405,1424.0840830638901,729.7327460576643,694.3513370062258,1662.2491147282847,1375.721746949646,286.5273677786387,232.05227156151363,167.18943592041,64.86283564110363,107.40426485406901,89.84724324725082,17.557021606818196,8.903196127957154,5.010978487577833,3.8922176403793207,612.4508479142136,432.95399108608314,179.49685682813043,244.93655208026254,45.15815648771397,199.77839559254858,2245.0331345294744,1335.4446955725386,909.5884389569356,195.22027256778037,116.12562570195989,79.0946468658205,895.7992720983822,527.1327397639357,368.66653233444646,77.89558887812018,45.83762954469006,32.05795933343013,1349.2338624310923,808.3119558086031,540.9219066224892,117.32468368966019,70.28799615726983,47.03668753239036,1198.7256222490082,642.4250472254016,556.3005750236065,583.2715196185987,349.0691414070577,234.202378211541,96.4338956359069,48.17447301644403,48.25942261946286,519.0202069945025,245.1814328018999,273.8387741926026
2021,35,160317.69153056992,57895.935420514106,102421.75611005582,1325.073887404696,646.801194256866,678.2726931478301,1649.3635440568585,1313.0772787024587,336.2862653543997,172.26847864383,129.12732056558798,43.14115807824205,83.11024558462258,64.41427117550074,18.695974409121828,7.447824723355517,3.901593967265107,3.5462307560904094,587.7780822384091,413.49425469372875,174.28382754468035,241.66512485507639,47.50255362200375,194.16257123307264,2176.9252600490913,1255.1194055600872,921.805854489004,189.29784869992096,109.14081787479019,80.15703082513078,846.4011752093465,486.9676595818185,359.43351562752804,73.60010219211709,42.345013876679864,31.255088315437217,1330.5240848397448,768.1517459782688,562.3723388614759,115.69774650780387,66.79580399811033,48.901942509693555,1227.5389385768144,670.4546876251045,557.0842509517099,588.6638945879494,358.3832227240958,230.2806718638536,106.35477934062409,58.46706172595425,47.88771761466984,532.520264648241,253.6044031750545,278.9158614731865
2022,35,157959.91220387977,55578.290753094276,102381.62145078547,1247.235002043207,560.112973566466,687.1220284767409,1565.1302235410499,1250.471693962087,314.6585295789628,153.44149842011765,109.92345986320089,43.518038556916764,76.32730584489653,63.17857077784763,13.148735067048898,6.217983861917634,3.900571804066992,2.317412057850643,589.727267352536,401.40473845713154,188.32252889540456,238.85435397596476,53.99780528092935,184.8565486950354,2155.6730416561627,1239.4678196131447,916.2052220430181,187.44982970923155,107.77981040114301,79.67001930808853,838.2367581524899,480.6831514143775,357.55360673811236,72.8901528828252,41.79853490559804,31.09161797722716,1317.436283503673,758.7846681987672,558.6516153049057,114.55967682640635,65.98127549554498,48.57840133086137,1218.5244111311051,638.5756534049971,579.9487577261082,524.3494556644442,303.45300741796854,220.8964482464757,97.61502239209533,48.97515541630209,48.63986697579323,596.5599330745657,286.1474905707264,310.41244250383926
2023,35,154335.3843267536,52850.175053137194,101485.20927361642,1190.8216800342063,492.52250561760195,698.2991744166043,1496.5147485593861,1167.606958969537,328.90778958984936,122.3236105098628,89.97948104081684,32.34412946904597,75.05056011474977,59.82745823482464,15.223101879925133,10.112046076991433,7.385546719710075,2.726499357281357,600.0989854792355,406.459158271307,193.63982720792845,238.1082747666228,60.039173938939,178.0691008276838,2168.984245866981,1251.015351501848,917.968894365133,188.60732572756356,108.78394360885635,79.82338211870722,849.5002771225916,491.0144301915983,358.48584693099326,73.86958931500796,42.69690697318246,31.1726823418255,1319.4839687443894,760.0009213102497,559.4830474341397,114.73773641255559,66.08703663567388,48.65069977688171,1264.932182470084,667.3101731770563,597.6220092930278,533.3622848648115,309.7393561881958,223.62292867661566,104.69473952406011,58.76655663099629,45.92818289306382,626.8751580812124,298.8042603578641,328.07089772334825
2024,35,149875.06746397752,50106.69386091895,99768.37360305857,1128.4935418390435,455.2540845292357,673.2394573098078,1439.1379043117815,1112.090433546649,327.0474707651325,100.28024645510713,75.4509339390071,24.829312516100032,71.69074274055126,58.55882651469051,13.131916225860754,10.593096254226351,8.25212404683751,2.3409722073888424,597.9064588253107,408.6170619654894,189.2893968598213,233.9057463446713,51.287269651175045,182.61847669349626,2114.4450312699764,1228.2283184762355,886.216712793741,183.86478532782402,106.80246247619438,77.06232285162965,840.9683606315789,484.5780596039371,356.3903010276418,73.12768353318077,42.1372225742554,30.99046095892537,1273.4766706383975,743.6502588722984,529.8264117660992,110.73710179464327,64.66523990193899,46.07186189270427,1243.423628709567,628.119005764429,615.3046229451381,517.394424244666,294.2457351333254,223.1486891113405,101.9718333064683,48.60837663681348,53.36345666965482,624.0573711584328,285.26489399429005,338.7924771641428
2025,35,144566.27277518896,47374.19964829159,97192.07312689735,1035.4316596417293,396.5313733100607,638.9002863316687,1459.1494480581512,1123.9416998377658,335.20774822038544,92.86989889788114,67.6757449124272,25.194153985453937,61.03390145768542,43.190706514356556,17.843194943328864,9.27335940823128,6.563379752986778,2.7099796552445015,588.9341768715661,408.08824071176684,180.8459361597993,204.57679945167882,42.275240325205125,162.30155912647368,1977.6861304552503,1145.44779327966,832.2383371755905,171.9727069961087,99.60415593736172,72.36855105874699,794.7127782140287,460.1081619199701,334.60461629405864,69.10545897513293,40.00940538434522,29.096053590787708,1182.9733522412216,685.3396313596899,497.63372088153176,102.8672480209758,59.5947505530165,43.27249746795928,1168.4016352022418,586.6232989633347,581.7783362389071,459.19275565413676,272.57056062220994,186.6221950319268,103.2632477760721,51.15755417816456,52.10569359790754,605.9456317720329,262.8951841629602,343.0504476090727
