"Year","mean.pop.males","mean.pop.females","mean.pop.overall","mean.prev.males","mean.prev.females","mean.prev.overall","mean.new.infections","mean.new.infections.females","mean.new.infections.overall","mean.plhiv.diagnosed.males","mean.plhiv.diagnosed.females","mean.plhiv.diagnosed.overall","mean.plhiv.onart.males","mean.plhiv.onart.females","mean.plhiv.onart.overall"
2028.5,6584119.837838601,6685808.950076957,13269928.78791556,0.058092487702177946,0.09275519136866414,0.07542383953542105,12255.78413891034,17208.498009628198,14732.14107426927,0.9428442698192728,0.9581272580252401,0.9581272580252401,0.9069898271032536,0.9581272580252401,0.9581272580252401
2029.5,6799118.317001069,6904026.909159818,13703145.226160888,0.05639822922910195,0.09066665857992033,0.07353244390451114,12773.965586781089,17947.127483939876,15360.546535360483,0.9456520346364806,0.9595140768574575,0.9595140768574575,0.9070602551382233,0.9595140768574575,0.9595140768574575
2030.5,7021351.626068722,7129793.134905462,14151144.760974186,0.05466563208847461,0.08840882459554493,0.07153722834200976,12783.314075844048,17642.932511969764,15213.123293906905,0.948682216032222,0.96065364235113615,0.96065364235113615,0.906814192359933,0.96065364235113615,0.96065364235113615
2031.5,7225765.846806775,7339585.31880949,14565351.165616265,0.0531036121037775,0.086367097762799,0.06973535493328825,12819.704038999289,17035.268898713697,14927.486468856492,0.9503968730846291,0.9616383140543507,0.9616383140543507,0.9073941324721293,0.9616383140543507,0.9616383140543507
2032.5,7431836.674503872,7549719.461675922,14981556.136179794,0.05152153540372702,0.08428541934926356,0.06790347737649528,12360.824176351318,17412.576252332936,14886.700214342127,0.9521493951810954,0.9630638875815702,0.9630638875815702,0.9076956452760685,0.9630638875815702,0.9630638875815702
2033.5,7646007.441619939,7767427.870141585,15413435.311761525,0.049877656379868164,0.08212227568647996,0.06599996603317407,12607.943085597479,17193.71173257847,14900.827409087975,0.9533458657818237,0.9639250999964808,0.9639250999964808,0.9066785747041395,0.9639250999964808,0.9639250999964808
2034.5,7867219.347543564,7992199.324169641,15859418.671713205,0.04829576905039202,0.07997638300613791,0.06413607602826496,12549.533436682748,17334.957263172655,14942.245349927702,0.9540559565730206,0.9641601353920364,0.9641601353920364,0.9058852538058172,0.9641601353920364,0.9641601353920364
2035.5,8095328.007403453,8225450.988229707,16320778.99563316,0.04664750024980983,0.07777888450499834,0.06221319237740409,12780.60916111692,17557.849838696333,15169.229499906627,0.9551574473996094,0.9641965874539461,0.9641965874539461,0.905612636997955,0.9641965874539461,0.9641965874539461
2036.5,8318978.680486804,8452986.795337219,16771965.475824023,0.044979453026248416,0.07555307528126612,0.06026626415375727,12035.518200015538,16739.801038595928,14387.659619305732,0.9554324790540755,0.9650985140945211,0.9650985140945211,0.9064556724677972,0.9650985140945211,0.9650985140945211
2037.5,8545636.593947139,8682788.765236478,17228425.359183617,0.043314483626496,0.07334958344782458,0.058332033537160294,12268.971808932778,16956.533608392714,14612.752708662745,0.9566752671792307,0.965224584781841,0.965224584781841,0.9073150436042532,0.965224584781841,0.965224584781841
2038.5,8779599.14994724,8924236.409021588,17703835.558968827,0.04157206044670184,0.0710344890816816,0.056303274764191724,11353.251009734126,16206.690374754158,13779.970692244142,0.9583554140621556,0.9659024481122636,0.9659024481122636,0.9074178869787854,0.9659024481122636,0.9659024481122636
2039.5,9021785.819493106,9170259.425052486,18192045.244545594,0.03980389249785716,0.06861998536515038,0.054211938931503764,11737.679034384157,15656.710057890428,13697.194546137292,0.9583942288231765,0.9667583107209963,0.9667583107209963,0.9075188904005544,0.9667583107209963,0.9667583107209963
2040.5,9272406.0913979,9426952.353444109,18699358.444842007,0.03809838708157988,0.06613729038233476,0.05211783873195733,11863.088379001858,16230.366000616135,14046.727189808997,0.9587215849724001,0.9674018533528281,0.9674018533528281,0.9074820544615492,0.9674018533528281,0.9674018533528281
2041.5,9513034.5065204,9672481.69406445,19185516.200584847,0.036383719945172324,0.06380992953766418,0.05009682474141825,11448.162379996304,15631.476246530967,13539.819313263635,0.9588600441724802,0.9673804870896228,0.9673804870896228,0.9073560415012563,0.9673804870896228,0.9673804870896228
2042.5,9755009.821577527,9918141.21619727,19673151.037774798,0.034723691405824306,0.06143534903934377,0.048079520222584035,11693.11480257781,15769.437290020562,13731.276046299186,0.9584791448856648,0.9677694288052122,0.9677694288052122,0.907490172549036,0.9677694288052122,0.9677694288052122
2043.5,10001652.109488595,10171521.244533008,20173173.3540216,0.03313737208960058,0.0591055314905895,0.04612145179009504,10875.765142440465,15559.660094758907,13217.712618599686,0.9588160363487902,0.9674055388990979,0.9674055388990979,0.9087275958803083,0.9674055388990979,0.9674055388990979
2044.5,10253387.193220448,10431710.948546257,20685098.141766705,0.031513347534851646,0.05669506075339119,0.04410420414412142,11317.944252629963,14979.445289242061,13148.694770936012,0.9590363467202178,0.9683830883733638,0.9683830883733638,0.9083069767825926,0.9683830883733638,0.9683830883733638
2045.5,10512923.267255543,10698478.17644122,21211401.443696763,0.029975286638893497,0.05424933450294249,0.042112310570917993,10944.039881024479,14868.108790105916,12906.074335565198,0.9594561850573677,0.9685087107940179,0.9685087107940179,0.9083892266167115,0.9685087107940179,0.9685087107940179
