"Death_year","Age_bin","mean.plhiv.total","mean.plhiv.males","mean.plhiv.females","mean.hivdeaths.total","mean.hivdeaths.males","mean.hivdeaths.females","Undiagnosed.total","Undiagnosed.m","Undiagnosed.f","DiagnosedNoARTInit.total","DiagnosedNoARTInit.m","DiagnosedNoARTInit.f","OnART.Under6.firstinit.under200.total","OnART.Under6.firstinit.under200.m","OnART.Under6.firstinit.under200.f","OnART.Under6.firstinit.over200.total","OnART.Under6.firstinit.over200.m","OnART.Under6.firstinit.over200.f","OnART.reinit6mo.under200.total","OnART.reinit6mo.under200.m","OnART.reinit6mo.under200.f","OnART.reinit6mo.over200.total","OnART.reinit6mo.over200.m","OnART.reinit6mo.over200.f","OnART.VL.no.total","OnART.VL.no.m","OnART.VL.no.f","OnART.VL.supp.total","OnART.VL.supp.m","OnART.VL.supp.f","OnART.6mo.VL.no.total","OnART.6mo.VL.no.m","OnART.6mo.VL.no.f","OnART.6mo.VL.supp.total","OnART.6mo.VL.supp.m","OnART.6mo.VL.supp.f","OnART.over6mo.VL.no.total","OnART.over6mo.VL.no.m","OnART.over6mo.VL.no.f","OnART.over6mo.VL.supp.total","OnART.over6mo.VL.supp.m","OnART.over6mo.VL.supp.f","ART.interrupt.any.total","ART.interrupt.any.m","ART.interrupt.any.f","ART.interrupt.1st.total","ART.interrupt.1st.m","ART.interrupt.1st.f","ART.interrupt.second.under6mototal","ART.interrupt.second.under6mom","ART.interrupt.second.under6mof","ART.interrupt.second.over6mototal","ART.interrupt.second.over6mom","ART.interrupt.second.over6mof","OnART.all.under200total","OnART.all.under200m","OnART.all.under200f","OnART.all.over200total","OnART.all.over200m","OnART.all.over200f","OnART.under6mo.under200total","OnART.under6mo.under200m","OnART.under6mo.under200f","OnART.under6mo.over200total","OnART.under6mo.over200m","OnART.under6mo.over200f","OnART.over6mo.under200total","OnART.over6mo.under200m","OnART.over6mo.under200f","OnART.over6mo.over200total","OnART.over6mo.over200m","OnART.over6mo.over200f","psf","sim.id"
2006,75,496.3895065303014,308.4622908185447,187.92721571175665,47.23986979770903,27.50907152563528,19.73079827207374,31.346245246558162,19.607665771033712,11.738579475524451,15.893624551150861,7.901405754601569,7.992218796549292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2007,75,585.4002594083781,339.73287979441636,245.6673796139618,86.88250283977347,39.43293823922771,47.449564600545756,23.791252366724677,8.094105184946779,15.697147181777899,59.20165745333369,27.449240034565836,31.752417418767852,3.889593019715097,3.889593019715097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.889593019715097,3.889593019715097,0,3.889593019715097,3.889593019715097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2008,75,627.2476504573289,354.005285997632,273.24236445969683,97.90754506334858,59.11358358224,38.793961481108575,19.620935738966704,12.005302672120832,7.615633066845871,70.5494606956752,43.342831821802214,27.206628873872972,7.737148628706686,3.7654490883169505,3.9716995403897357,0,0,0,0,0,0,0,0,0,7.737148628706686,3.7654490883169505,3.9716995403897357,0,0,0,3.7654490883169505,3.7654490883169505,0,0,0,0,0,0,0,3.9716995403897357,0,3.9716995403897357,0,0,0,0,0,0,0,0,0,0,0,0,7.737148628706686,3.7654490883169505,3.9716995403897357,7.737148628706686,3.7654490883169505,3.9716995403897357,3.7654490883169505,3.7654490883169505,0,0,0,0,3.9716995403897357,0,3.9716995403897357,0,0,0,97.75083197331611,13
2009,75,721.2240285182072,392.50975187226004,328.7142766459472,59.24263778016103,43.4609428831669,15.781694896994132,3.997052689071327,3.997052689071327,0,51.27718341007568,39.463890194095576,11.813293215980103,0,0,0,3.968401681014031,0,3.968401681014031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968401681014031,0,3.968401681014031,3.968401681014031,0,3.968401681014031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2010,75,746.4979139293955,393.50113726926793,352.99677666012764,93.56669175473172,42.69139954280347,50.87529221192825,11.508219560009632,11.508219560009632,0,70.51698390799878,27.37796105608716,43.13902285191162,11.541488286723306,3.805218926706675,7.73626936001663,0,0,0,0,0,0,0,0,0,7.693649440828562,3.805218926706675,3.8884305141218864,0,0,0,3.8884305141218864,0,3.8884305141218864,0,0,0,0,0,0,3.805218926706675,3.805218926706675,0,3.847838845894744,0,3.847838845894744,3.847838845894744,0,3.847838845894744,0,0,0,0,0,0,7.693649440828562,3.805218926706675,3.8884305141218864,7.693649440828562,3.805218926706675,3.8884305141218864,3.8884305141218864,0,3.8884305141218864,0,0,0,3.805218926706675,3.805218926706675,0,0,0,0,97.75083197331611,13
2011,75,751.2422086802474,425.0819234489937,326.1602852312537,62.75920340718621,39.48385538929553,23.27534801789068,4.004525561591208,4.004525561591208,0,35.15283448635646,27.626431441690237,7.526403044666221,23.601843359238543,7.852898386014084,15.748944973224459,0,0,0,0,0,0,0,0,0,19.586652672675473,3.8377076994510144,15.748944973224459,0,0,0,7.992218796549292,0,7.992218796549292,0,0,0,0,0,0,11.594433876126182,3.8377076994510144,7.756726176675167,4.01519068656307,4.01519068656307,0,4.01519068656307,4.01519068656307,0,0,0,0,0,0,0,19.586652672675473,3.8377076994510144,15.748944973224459,19.586652672675473,3.8377076994510144,15.748944973224459,7.992218796549292,0,7.992218796549292,0,0,0,11.594433876126182,3.8377076994510144,7.756726176675167,0,0,0,97.75083197331611,13
2012,75,782.167184198863,436.7367195015254,345.4304646973376,27.838607691243837,15.788051463387994,12.050556227855843,0,0,0,19.953848564050773,11.898458443672897,8.055390120377877,7.884759127193061,3.889593019715097,3.995166107477964,0,0,0,0,0,0,0,0,0,7.884759127193061,3.889593019715097,3.995166107477964,0,0,0,7.884759127193061,3.889593019715097,3.995166107477964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.884759127193061,3.889593019715097,3.995166107477964,7.884759127193061,3.889593019715097,3.995166107477964,7.884759127193061,3.889593019715097,3.995166107477964,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2013,75,827.1767473450955,466.47522189967106,360.7015254454244,27.295846868170596,11.610137835528015,15.685709032642581,3.8377076994510144,3.8377076994510144,0,11.651180207692178,3.8862150680384997,7.764965139653679,7.918528446905515,3.8862150680384997,4.032313378867015,0,0,0,0,0,0,0,0,0,7.918528446905515,3.8862150680384997,4.032313378867015,0,0,0,7.918528446905515,3.8862150680384997,4.032313378867015,0,0,0,0,0,0,0,0,0,3.8884305141218864,0,3.8884305141218864,3.8884305141218864,0,3.8884305141218864,0,0,0,0,0,0,7.918528446905515,3.8862150680384997,4.032313378867015,7.918528446905515,3.8862150680384997,4.032313378867015,7.918528446905515,3.8862150680384997,4.032313378867015,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2014,75,919.9656291500604,533.9279435074292,386.03768564263123,31.494326835582477,19.479444479950235,12.014882355632242,3.8546791104966007,3.8546791104966007,0,11.835360795717927,3.825004001676893,8.010356794041034,4.004525561591208,0,4.004525561591208,3.8377076994510144,3.8377076994510144,0,3.8783630883375837,3.8783630883375837,0,0,0,0,11.720596349379807,7.716070787788598,4.004525561591208,0,0,0,11.720596349379807,7.716070787788598,4.004525561591208,0,0,0,0,0,0,0,0,0,4.083690579988143,4.083690579988143,0,4.083690579988143,4.083690579988143,0,0,0,0,0,0,0,11.720596349379807,7.716070787788598,4.004525561591208,11.720596349379807,7.716070787788598,4.004525561591208,7.842233261042223,3.8377076994510144,4.004525561591208,0,0,0,3.8783630883375837,3.8783630883375837,0,0,0,0,97.75083197331611,13
2015,75,1085.139964226297,604.6931147533905,480.44684947290637,39.3533154173508,23.5450907812067,15.808224636144102,0,0,0,3.8377076994510144,3.8377076994510144,0,19.52371924230451,7.687194146550144,11.836525095754366,0,0,0,4.098939077468816,4.098939077468816,0,3.9716995403897357,3.9716995403897357,0,23.57916717359999,15.757832764408695,7.821334409191296,0,0,0,19.480228096131174,11.65889368693988,7.821334409191296,0,0,0,0,0,0,4.098939077468816,4.098939077468816,0,11.936440544299796,3.9495503173469904,7.986890226952806,11.936440544299796,3.9495503173469904,7.986890226952806,0,0,0,0,0,0,19.607467633210256,11.78613322401896,7.821334409191296,19.607467633210256,11.78613322401896,7.821334409191296,15.50852855574144,7.687194146550144,7.821334409191296,0,0,0,4.098939077468816,4.098939077468816,0,3.9716995403897357,3.9716995403897357,0,97.75083197331611,13
