"Death_year","Age_bin","mean.plhiv.total","mean.plhiv.males","mean.plhiv.females","mean.hivdeaths.total","mean.hivdeaths.males","mean.hivdeaths.females","Undiagnosed.total","Undiagnosed.m","Undiagnosed.f","DiagnosedNoARTInit.total","DiagnosedNoARTInit.m","DiagnosedNoARTInit.f","OnART.Under6.firstinit.under200.total","OnART.Under6.firstinit.under200.m","OnART.Under6.firstinit.under200.f","OnART.Under6.firstinit.over200.total","OnART.Under6.firstinit.over200.m","OnART.Under6.firstinit.over200.f","OnART.reinit6mo.under200.total","OnART.reinit6mo.under200.m","OnART.reinit6mo.under200.f","OnART.reinit6mo.over200.total","OnART.reinit6mo.over200.m","OnART.reinit6mo.over200.f","OnART.VL.no.total","OnART.VL.no.m","OnART.VL.no.f","OnART.VL.supp.total","OnART.VL.supp.m","OnART.VL.supp.f","OnART.6mo.VL.no.total","OnART.6mo.VL.no.m","OnART.6mo.VL.no.f","OnART.6mo.VL.supp.total","OnART.6mo.VL.supp.m","OnART.6mo.VL.supp.f","OnART.over6mo.VL.no.total","OnART.over6mo.VL.no.m","OnART.over6mo.VL.no.f","OnART.over6mo.VL.supp.total","OnART.over6mo.VL.supp.m","OnART.over6mo.VL.supp.f","ART.interrupt.any.total","ART.interrupt.any.m","ART.interrupt.any.f","ART.interrupt.1st.total","ART.interrupt.1st.m","ART.interrupt.1st.f","ART.interrupt.second.under6mototal","ART.interrupt.second.under6mom","ART.interrupt.second.under6mof","ART.interrupt.second.over6mototal","ART.interrupt.second.over6mom","ART.interrupt.second.over6mof","OnART.all.under200total","OnART.all.under200m","OnART.all.under200f","OnART.all.over200total","OnART.all.over200m","OnART.all.over200f","OnART.under6mo.under200total","OnART.under6mo.under200m","OnART.under6mo.under200f","OnART.under6mo.over200total","OnART.under6mo.over200m","OnART.under6mo.over200f","OnART.over6mo.under200total","OnART.over6mo.under200m","OnART.over6mo.under200f","OnART.over6mo.over200total","OnART.over6mo.over200m","OnART.over6mo.over200f","psf","sim.id"
2027,20,35150.57454865547,9269.613028332267,25880.96152032321,361.8546397247868,212.55050843206448,149.30413129272236,3.8783630883375837,3.8783630883375837,0,74.23192064582778,43.115390047631784,31.116530598195997,168.7727735075349,114.13233876163062,54.6404347459043,16.26521891342048,3.968401681014031,12.296817232406447,23.685198526352426,15.798206036988812,7.886992489363616,31.72160647625038,11.850152501008854,19.871453975241526,228.513965480368,141.7707227382928,86.74324274207521,0,0,0,129.8564241422257,87.01179364232061,42.8446304999051,0,0,0,0,0,0,98.65754133814228,54.75892909597217,43.89861224217011,55.23039051025346,23.786032557802315,31.444357952451142,47.31405868998996,23.786032557802315,23.528026132187644,0,0,0,7.916331820263499,0,7.916331820263499,208.88305752868618,137.80232105727876,71.08073647140742,208.88305752868618,137.80232105727876,71.08073647140742,98.11434612421077,70.93222189497345,27.182124229237314,7.791074695677905,3.968401681014031,3.8226730146638737,110.7687114044754,66.8700991623053,43.89861224217011,11.839833256003915,0,11.839833256003915,97.75083197331611,13
2028,20,34790.48127232374,9198.39859276561,25592.08267955813,295.35813993226645,153.12485728129573,142.2332826509707,3.9495503173469904,0,3.9495503173469904,74.4824096410503,42.893094079128026,31.58931556192227,134.0589038033322,78.45330256572554,55.605601237606685,19.828743892303656,4.083690579988143,15.745053312315514,7.859893033818086,7.859893033818086,0,23.53389378595295,7.901405754601569,15.632488031351382,185.76162954707274,94.53733797778406,91.22429156928867,0,0,0,74.94149478780474,47.18496299105595,27.756531796748792,0,0,0,0,0,0,110.820134759268,47.35237498672812,63.46775977253988,31.16455042679642,15.69442522438365,15.470125202412772,15.756144282698253,11.93347126803438,3.8226730146638737,0,0,0,15.408406144098167,3.76095395634927,11.647452187748899,177.76941075052343,94.53733797778406,83.23207277273939,177.76941075052343,94.53733797778406,83.23207277273939,66.94927599125545,47.18496299105595,19.7643130001995,7.992218796549292,0,7.992218796549292,110.820134759268,47.35237498672812,63.46775977253988,0,0,0,97.75083197331611,13
2029,20,34981.7396578637,9634.99178949214,25346.74786837156,281.52968472951784,128.8330340979816,152.69665063153622,0,0,0,43.101138615650115,15.711573793116933,27.389564822533178,109.17914828884072,46.5923223503125,62.58682593852822,23.771560185185034,3.889593019715097,19.881967165469938,23.484354345531642,15.464638097377366,8.019716248154278,30.835237444363706,15.411747180763854,15.423490263599852,187.79520852001448,89.58514222805681,98.21006629195767,0,0,0,78.51719589730612,34.9858654941798,43.53133040312633,0,0,0,0,0,0,109.27801262270836,54.599276733877005,54.67873588883135,50.63333759385324,23.53631807680787,27.097019517045368,27.49396745980196,11.912671143159528,15.581296316642433,0,0,0,23.139370134051276,11.62364693364834,11.515723200402936,171.9904134715036,81.81718612000412,90.17322735149945,171.9904134715036,81.81718612000412,90.17322735149945,51.01605430918124,19.526088408104343,31.489965901076896,7.894118581306305,3.889593019715097,4.004525561591208,120.97435916232233,62.29109771189978,58.683261450422556,7.910676467204599,3.8783630883375837,4.032313378867015,97.75083197331611,13
2030,20,36161.98521383605,10322.851029160765,25839.134184675284,364.2787330217101,219.73773966106734,144.54099336064274,0,0,0,73.73021202581806,30.985724304821,42.744487720997064,168.46353240232236,117.91129902148575,50.55223338083661,11.817462302341072,0,11.817462302341072,35.639976466593836,27.68590058765564,7.954075878938199,35.36101676790362,23.634722552554788,11.72629421534883,259.26609062482015,169.2097472988643,90.05634332595585,0,0,0,102.0503995100191,71.18828242903088,30.86211708098823,0,0,0,0,0,0,157.21569111480105,98.02146486983344,59.19422624496762,31.282430371071843,19.542268057382028,11.740162313689815,15.871024331978125,7.985541128784911,7.885483203193214,0,0,0,15.411406039093718,11.556726928597117,3.8546791104966007,243.5393174168984,165.12605671887616,78.41326069802224,243.5393174168984,165.12605671887616,78.41326069802224,66.52885332734901,47.30981887429439,19.219034453054615,7.820409613269745,0,7.820409613269745,177.0104640895494,117.81623784458176,59.19422624496762,7.906363594652016,4.083690579988143,3.8226730146638737,97.75083197331611,13
2031,20,35745.71777069046,10398.902173626382,25346.815597064076,377.8816756633698,196.8775407448953,181.00413491847448,0,0,0,58.478592406320175,23.534180352007517,34.94441205431266,173.43459155180082,102.74315852119955,70.69143303060129,19.866189759521156,0,19.866189759521156,27.887532993525305,15.918266428024035,11.969266565501268,47.25388595835629,23.691590856267563,23.56229510208873,276.4111993532261,142.24368290174937,134.16751645147673,0,0,0,118.59535975570826,75.03509542082799,43.56026433488028,0,0,0,0,0,0,157.81583959751782,67.20858748092138,90.60725211659644,42.991883903823506,31.099677491138404,11.8922064126851,31.462973839421554,23.331721383085725,8.131252456335831,0,0,0,11.52891006440195,7.767956108052681,3.76095395634927,248.597599947471,130.3245737151257,118.2730262323453,248.597599947471,130.3245737151257,118.2730262323453,78.8114240611786,55.22934052541788,23.582083535760717,15.894490219131418,0,15.894490219131418,169.7861758862924,75.09523318970781,94.69094269658459,11.919109186623672,11.919109186623672,0,97.75083197331611,13
2032,20,34955.30959446073,10282.986084089905,24672.32351037082,279.8690106886425,154.53746480047323,125.33154588816926,0,0,0,27.5560921539777,15.577000851747128,11.979091302230575,118.95869054234272,83.45802837269325,35.50066216964947,27.435069535050143,0,27.435069535050143,23.592626191770904,19.71426310343332,3.8783630883375837,42.9639846782724,15.64357420521596,27.320410473056445,209.00116559592743,118.81586568134253,90.18529991458492,0,0,0,110.58699414131054,59.54306335712703,51.04393078418351,0,0,0,0,0,0,98.4141714546169,59.272802324215505,39.1413691304014,43.31175293873736,20.144598267383586,23.16715467135377,19.70344591794254,4.098939077468816,15.604506840473723,0,0,0,23.60830702079482,16.045659189914772,7.562647830880047,161.8351561793785,107.06188449584167,54.77327168353682,161.8351561793785,107.06188449584167,54.77327168353682,47.61039593682945,31.978493383694033,15.631902553135417,19.64943169634966,0,19.64943169634966,114.22476024254904,75.08339111214764,39.1413691304014,27.516577720199297,11.753981185500864,15.762596534698433,97.75083197331611,13
2033,20,33126.2842103524,9822.563490637469,23303.720719714933,250.04121518840407,124.94030226931336,125.10091291909069,0,0,0,38.92247456989909,19.403041356734906,19.519433213164177,90.6024018008843,55.12150360685391,35.48089819403038,19.64955513211326,0,19.64955513211326,15.738213370652382,11.849782856530494,3.8884305141218864,26.80781036688224,7.758006645420597,19.049803721461643,145.29938288497976,74.72929310880501,70.57008977617475,0,0,0,82.35772106735682,50.93078999315765,31.42693107419916,0,0,0,0,0,0,62.941661817622936,23.79850311564735,39.14315870197559,65.81935773352522,30.80796780377345,35.011389929751765,34.79841138614477,15.500418065270795,19.297993320873978,0,0,0,31.020946347380445,15.307549738502658,15.713396608877789,129.80856630287803,70.73224041973367,59.076325883144364,129.80856630287803,70.73224041973367,59.076325883144364,51.37673050749462,35.29140217222059,16.085328335274028,7.756120063827234,0,7.756120063827234,78.43183579538342,35.440838247513085,42.990997547870336,7.734696518274481,3.997052689071327,3.7376438292031535,97.75083197331611,13
2034,20,29956.175840202297,8725.951088639998,21230.2247515623,200.71435478177327,86.21656364059054,114.49779114118273,0,0,0,47.06734531353895,3.947930139249469,43.119415174289486,83.05873944897338,43.309658230715186,39.7490812182582,7.81953838628448,3.9716995403897357,3.847838845894744,7.987369591590702,3.8884305141218864,4.098939077468816,19.660202637203408,7.737148628706686,11.923054008496724,110.18834715564336,62.784377041848856,47.40397011379451,0,0,0,43.14464225182565,27.304908252748998,15.839733999076653,0,0,0,0,0,0,67.04370490381771,35.479468789099855,31.564236114717854,43.458662312590945,19.484256459492208,23.97440585309874,27.442650729062056,15.489090352014244,11.953560377047813,0,0,0,16.016011583528893,3.995166107477964,12.020845476050928,102.36880876935888,58.81267750145912,43.556131267899765,102.36880876935888,58.81267750145912,43.556131267899765,27.671224263102335,15.679329109920424,11.99189515318191,3.847838845894744,0,3.847838845894744,74.69758450625655,43.133348391538696,31.564236114717854,3.9716995403897357,3.9716995403897357,0,97.75083197331611,13
2035,20,26598.510462559014,7484.195916358029,19114.314546200985,165.11579384349739,90.21170162586179,74.9040922176356,0,0,0,23.30232848853167,3.9495503173469904,19.35277817118468,51.13076545257406,34.95960369793319,16.17116175464087,19.899445466764366,0,19.899445466764366,23.711253299501394,19.88858028483752,3.8226730146638737,15.736964335920923,7.899100634693981,7.837863701226944,98.19685981983497,58.64834553999587,39.5485142798391,0,0,0,47.055050598294315,27.62438886623409,19.43066173206023,0,0,0,0,0,0,51.14180922154065,31.02395667376178,20.117852547778867,43.61660553513074,27.613805768518922,16.002799766611815,19.616426461377866,7.608792802244014,12.007633659133852,0,0,0,24.00017907375287,20.005012966274908,3.995166107477964,78.63932078509163,54.69879522264888,23.94052556244274,78.63932078509163,54.69879522264888,23.94052556244274,15.687468957296398,15.687468957296398,0,11.78531570273248,0,11.78531570273248,62.951851827795224,39.01132626535249,23.94052556244274,7.7722233320108645,3.9495503173469904,3.8226730146638737,97.75083197331611,13
2036,20,23987.278147007288,6500.754670982638,17486.52347602465,133.90569794649923,43.197310975740095,90.70838697075912,0,0,0,23.890009666728186,3.825004001676893,20.06500566505129,47.17253176040511,19.484745266189083,27.687786494216027,27.39609791204925,4.032313378867015,23.363784533182233,0,0,0,15.786591351602901,3.995166107477964,11.791425244124937,70.43691678354345,27.512224752534063,42.9246920310094,0,0,0,27.175557177654582,7.585957958026163,19.58959921962842,0,0,0,0,0,0,43.26135960588888,19.9262667945079,23.335092811380978,39.57877149622758,11.86008222152914,27.71868927469844,23.767014313393812,4.01519068656307,19.751823626830742,0,0,0,15.811757182833771,7.844891534966071,7.966865647867699,58.91795618177359,27.512224752534063,31.40573142923953,58.91795618177359,27.512224752534063,31.40573142923953,15.656596575884715,7.585957958026163,8.07063861785855,7.52190791269854,0,7.52190791269854,43.26135960588888,19.9262667945079,23.335092811380978,3.997052689071327,0,3.997052689071327,97.75083197331611,13
2037,20,21245.321629521342,5336.084033632088,15909.237595889253,98.92027429540207,35.59425617953141,63.32601811587066,0,0,0,7.860130054511622,0,7.860130054511622,27.711111025150057,15.662679441251854,12.048431583898202,20.02212942026404,4.098939077468816,15.923190342795225,3.7654490883169505,0,3.7654490883169505,0,0,0,59.69656768866868,23.860557596189484,35.83601009247919,0,0,0,19.693118625295597,15.677927938732527,4.01519068656307,0,0,0,0,0,0,40.00344906337308,8.182629657456959,31.820819405916126,31.363576552221772,11.733698583341928,19.629877968879843,15.489427600471377,3.825004001676893,11.664423598794484,0,0,0,15.874148951750394,7.908694581665035,7.965454370085358,55.597628611199866,19.761618518720667,35.83601009247919,55.597628611199866,19.761618518720667,35.83601009247919,15.59417954782678,11.57898886126371,4.01519068656307,4.098939077468816,4.098939077468816,0,40.00344906337308,8.182629657456959,31.820819405916126,0,0,0,97.75083197331611,13
2038,20,19302.17638489282,4573.745768301774,14728.430616591046,102.25833240204078,31.319390254926333,70.93894214711445,0,0,0,31.766355358916655,7.709275065979969,24.057080292936686,31.463495083715095,7.92161209213269,23.541882991582405,4.004525561591208,4.004525561591208,0,7.797762467183966,4.032313378867015,3.7654490883169505,11.357772028016704,3.7654490883169505,7.592322939699755,54.62355514050697,19.723900120907864,34.89965501959911,0,0,0,35.086197710515776,15.90122710624399,19.184970604271786,0,0,0,0,0,0,19.537357429991197,3.8226730146638737,15.714684415327323,15.868421902617142,3.8862150680384997,11.982206834578642,3.8862150680384997,0,3.8862150680384997,0,0,0,11.982206834578642,3.8862150680384997,8.095991766540143,39.26125755089906,11.953925470999705,27.307332079899357,39.26125755089906,11.953925470999705,27.307332079899357,11.926137653723897,4.098939077468816,7.827198576255082,4.004525561591208,4.004525561591208,0,27.33511989717516,7.854986393530889,19.480133503644275,11.357772028016704,3.7654490883169505,7.592322939699755,97.75083197331611,13
2039,20,18126.23220918489,4162.599324703226,13963.632884481665,106.88954693436183,43.346369745293224,63.543177189068615,0,0,0,15.987106863711485,7.906363594652016,8.08074326905947,35.54785826707967,7.87002107831803,27.67783718876164,7.987369591590702,0,7.987369591590702,3.8862150680384997,3.8862150680384997,0,11.972414600270781,3.968401681014031,8.00401291925675,59.18421716277651,23.51901038242417,35.66520678035234,0,0,0,35.6395711514659,11.692324448503545,23.947246702962357,0,0,0,0,0,0,23.54464601131061,11.826685933920624,11.717960077389987,31.71822290787384,11.920995768217036,19.797227139656805,19.615270911148272,7.82205669074822,11.793214220400053,0,0,0,12.102951996725567,4.098939077468816,8.00401291925675,55.21581548176248,19.550608701410138,35.66520678035234,55.21581548176248,19.550608701410138,35.66520678035234,27.78495440241337,3.8377076994510144,23.947246702962357,0,0,0,27.43086107934911,15.712901001959125,11.717960077389987,3.968401681014031,3.968401681014031,0,97.75083197331611,13
2040,20,17330.42888725655,3849.051732940456,13481.377154316091,87.06220713812574,39.70889166450548,47.35331547362026,0,0,0,23.818476309269368,3.8866020513160953,19.93187425795327,27.3614839180351,11.810991299154255,15.550492618880844,7.9212498577367265,3.9716995403897357,3.9495503173469904,4.032313378867015,4.032313378867015,0,4.098939077468816,4.098939077468816,0,47.25169393155867,23.91394329587982,23.337750635678848,0,0,0,31.66450017857447,15.925411198695908,15.739088979878565,0,0,0,0,0,0,15.587193752984197,7.988532097183913,7.598661655800284,15.992036897297709,11.908346317309565,4.083690579988143,4.083690579988143,0,4.083690579988143,0,0,0,11.908346317309565,11.908346317309565,0,39.330444073821944,19.942243755490086,19.388200318331858,39.330444073821944,19.942243755490086,19.388200318331858,19.71093694197073,7.921398279439157,11.789538662531573,7.9212498577367265,3.9716995403897357,3.9495503173469904,19.61950713185121,12.020845476050928,7.598661655800284,0,0,0,97.75083197331611,13
2041,20,16679.745952341975,3557.5946901018715,13122.151262240102,109.74247084812247,31.19527509092689,78.54719575719557,0,0,0,15.741661192612145,7.881768158794059,7.859893033818086,35.46222136562667,11.598934787818147,23.86328657780852,7.836582906671969,0,7.836582906671969,7.864388165785766,4.098939077468816,3.7654490883169505,19.734658309484132,3.76095395634927,15.973704353134863,70.89785074756854,19.458827821636234,51.4390229259323,0,0,0,43.17192696961552,7.649384470471157,35.522542499144365,0,0,0,0,0,0,27.725923777953014,11.809443351165076,15.91648042678794,23.102958907941787,3.8546791104966007,19.248279797445186,3.8866020513160953,0,3.8866020513160953,0,0,0,19.21635685662569,3.8546791104966007,15.36167774612909,63.399252962016114,15.697873865286962,47.70137909672915,63.399252962016114,15.697873865286962,47.70137909672915,31.850656169399223,3.8884305141218864,27.962225655277337,3.7376438292031535,0,3.7376438292031535,31.54859679261689,11.809443351165076,19.739153441451812,3.76095395634927,3.76095395634927,0,97.75083197331611,13
2042,20,16169.205586869872,3560.5928456669817,12608.61274120289,89.99228316353268,19.312575164171996,70.67970799936069,0,0,0,11.596848501290962,0,11.596848501290962,15.682626969296129,0,15.682626969296129,11.798078191276073,0,11.798078191276073,11.71391350837171,11.71391350837171,0,15.568418882124496,3.76095395634927,11.807464925775227,54.993795402879286,15.47486746472098,39.518927938158306,0,0,0,19.68462354989836,7.908694581665035,11.775928968233327,0,0,0,0,0,0,35.309171852980924,7.566172883055945,27.742998969924976,23.401639259362433,3.8377076994510144,19.563931559911417,19.429939718972697,3.8377076994510144,15.592232019521681,0,0,0,3.9716995403897357,0,3.9716995403897357,47.07254554514256,15.47486746472098,31.597678080421577,47.07254554514256,15.47486746472098,31.597678080421577,3.8546791104966007,0,3.8546791104966007,0,0,0,43.217866434645956,15.47486746472098,27.742998969924976,7.9212498577367265,0,7.9212498577367265,97.75083197331611,13
2043,20,15509.893273206966,3397.9585064442076,12111.934766762757,78.88260781900762,35.75136029602928,43.13124752297834,0,0,0,11.881079743229877,8.033240897335133,3.847838845894744,16.087057006637124,8.103464639060023,7.9835923675771,3.8546791104966007,0,3.8546791104966007,3.825004001676893,3.825004001676893,0,15.558067974777483,3.947930139249469,11.610137835528015,39.3248080935881,15.876398779986385,23.448409313601715,0,0,0,19.40354351821894,3.825004001676893,15.578539516542044,0,0,0,0,0,0,19.921264575369165,12.051394778309493,7.86986979705967,27.676719982189645,11.841720618707765,15.834999363481879,11.839833256003915,0,11.839833256003915,0,0,0,15.83688672618573,11.841720618707765,3.995166107477964,31.600885326098588,15.876398779986385,15.724486546112201,31.600885326098588,15.876398779986385,15.724486546112201,7.793405682690924,3.825004001676893,3.968401681014031,0,0,0,23.807479643407664,12.051394778309493,11.75608486509817,7.723922767489515,0,7.723922767489515,97.75083197331611,13
2044,20,14769.995260976415,3323.885329019923,11446.109931956493,86.79118495599812,27.943068711540466,58.84811624445766,0,0,0,23.38219120291643,0,23.38219120291643,39.65345576323336,19.966843609559522,19.686612153673835,15.864797360218628,3.9716995403897357,11.893097819828892,3.8862150680384997,0,3.8862150680384997,4.004525561591208,4.004525561591208,0,55.48936407344249,20.023439031901262,35.465925041541226,0,0,0,23.56317740192827,8.019716248154278,15.543461153773993,0,0,0,0,0,0,31.926186671514216,12.003722783746982,19.922463887767236,7.919629679639204,7.919629679639204,0,7.919629679639204,7.919629679639204,0,0,0,0,0,0,0,51.48483851185128,16.018913470310054,35.465925041541226,51.48483851185128,16.018913470310054,35.465925041541226,15.672436772298564,4.01519068656307,11.657246085735494,0,0,0,35.81240173955272,12.003722783746982,23.808678955805735,4.004525561591208,4.004525561591208,0,97.75083197331611,13
2045,20,14126.363214097382,3236.634302486212,10889.72891161117,70.65345046688097,19.80042571142187,50.853024755459096,0,0,0,23.90286730451635,4.098939077468816,19.803928227047535,19.25964049070104,7.821334409191296,11.438306081509744,8.131252456335831,4.032313378867015,4.098939077468816,3.7654490883169505,0,3.7654490883169505,7.672842847571637,3.847838845894744,3.825004001676893,38.82918488292546,15.701486633953055,23.127698248972404,0,0,0,23.37696890940762,11.963842804749902,11.413126104657717,0,0,0,0,0,0,15.45221597351784,3.7376438292031535,11.714572144314687,7.921398279439157,0,7.921398279439157,4.083690579988143,0,4.083690579988143,0,0,0,3.8377076994510144,0,3.8377076994510144,34.796871504058444,11.66917325508604,23.127698248972404,34.796871504058444,11.66917325508604,23.127698248972404,7.906363594652016,4.083690579988143,3.8226730146638737,4.032313378867015,4.032313378867015,0,26.890507909406427,7.585482675097897,19.30502523430853,0,0,0,97.75083197331611,13
2000,25,123842.19657188092,47756.56296583634,76085.63360604458,5055.426981981795,1600.643411890736,3454.783570091058,4344.908588027276,1431.5210785288568,2913.3875094984187,710.5183939545185,169.122333361879,541.3960605926395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2001,25,126886.05523486811,47776.85744032931,79109.19779453879,5363.906472677635,1796.6426525281981,3567.263820149437,4440.752671237445,1557.7910177315912,2882.961653505854,923.15380144019,238.85163479660713,684.3021666435828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2002,25,129360.44426945038,48125.67986842111,81234.76440102929,5638.834117454613,1824.1339503999689,3814.7001670546438,4311.264219087835,1625.1158162529664,2686.1484028348686,1327.5698983667778,199.0181341470024,1128.5517642197754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2003,25,131644.63874926453,47968.52287086334,83676.1158784012,5748.973236017789,1896.9558447567267,3852.0173912610626,3776.3500838091277,1641.688098183321,2134.6619856258067,1972.6231522086616,255.2677465734056,1717.355405635256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2004,25,132809.81278025822,47534.15226253488,85275.66051772333,5994.960091320833,1805.3117503595206,4189.648340961313,3107.033384149189,1533.9735316447147,1573.0598525044738,2671.941734891954,255.5452597105203,2416.3964751814337,196.64338155265443,15.792959004285457,180.85042254836895,19.341590727035957,0,19.341590727035957,0,0,0,0,0,0,215.98497227969037,15.792959004285457,200.19201327540492,0,0,0,212.2195231913734,15.792959004285457,196.42656418708796,0,0,0,0,0,0,3.7654490883169505,0,3.7654490883169505,0,0,0,0,0,0,0,0,0,0,0,0,204.4214050864914,15.792959004285457,188.62844608220595,204.4214050864914,15.792959004285457,188.62844608220595,200.65595599817445,15.792959004285457,184.862996993889,11.563567193198974,0,11.563567193198974,3.7654490883169505,0,3.7654490883169505,0,0,0,97.75083197331611,13
2005,25,134163.64321057894,46582.1217438879,87581.52146669103,5533.169667011796,1798.1001526350396,3735.069514376756,1944.4938563118328,1093.0253144601597,851.4685418516731,3408.8047880714084,685.3649940659764,2723.439794005432,152.36938999590188,19.709844108903496,132.6595458869984,27.501632632653035,0,27.501632632653035,0,0,0,0,0,0,152.67009450902893,19.709844108903496,132.96025040012543,0,0,0,39.28022869093285,15.71279141983217,23.56743727110068,0,0,0,0,0,0,113.38986581809608,3.997052689071327,109.39281312902474,27.200928119525987,0,27.200928119525987,27.200928119525987,0,27.200928119525987,0,0,0,0,0,0,148.8323868095779,19.709844108903496,129.12254270067442,148.8323868095779,19.709844108903496,129.12254270067442,35.442520991481835,15.71279141983217,19.729729571649667,3.8377076994510144,0,3.8377076994510144,113.38986581809608,3.997052689071327,109.39281312902474,0,0,0,97.75083197331611,13
2006,25,133971.0422233173,45261.296992500516,88709.74523081678,5488.694341861895,1770.556296610477,3718.1380452514177,945.5254542472483,615.9644349379286,329.5610193093197,4378.285448523563,1080.114390383683,3298.17105813988,133.93692800098037,51.271854377297586,82.66507362368279,30.946511090102934,23.205616911567834,7.7408941785351,0,0,0,0,0,0,121.85850579985072,74.47747128886542,47.381034510985295,0,0,0,90.332739922571065,62.67033647752814,27.662403445042926,0,0,0,0,0,0,31.525765877279646,11.807134811337278,19.71863106594237,43.02493329123259,0,43.02493329123259,43.02493329123259,0,43.02493329123259,0,0,0,0,0,0,102.50594782068195,59.074463627043656,43.431484193638305,102.50594782068195,59.074463627043656,43.431484193638305,70.98018194340231,47.26732881570638,23.712853127695936,19.352557979168754,15.403007661821762,3.9495503173469904,31.525765877279646,11.807134811337278,19.71863106594237,0,0,0,97.75083197331611,13
2007,25,132636.90623569532,44083.4860335408,88553.4202021545,5447.052712038436,1668.4834120256155,3778.56930001282,574.2906146271017,405.7254368482935,168.56517777880816,4421.579215344281,1140.9066638087395,3280.6725515355415,301.83998815919813,82.21037986311596,219.62960829608218,145.2592033278666,39.640931505466725,105.61827182239988,4.083690579988143,0,4.083690579988143,0,0,0,365.0799518663059,109.83046589253176,255.24948597377414,0,0,0,262.8825254292526,82.58496312038764,180.29756230886497,0,0,0,0,0,0,102.19742643705332,27.24550277214412,74.9519236649092,86.10293020074698,12.020845476050928,74.08208472469605,86.10293020074698,12.020845476050928,74.08208472469605,0,0,0,0,0,0,310.0492546474711,94.18275283245413,215.866501815017,310.0492546474711,94.18275283245413,215.866501815017,207.85182821041778,66.93725006031,140.9145781501078,55.03069721883482,15.647713060077633,39.38298415875718,102.19742643705332,27.24550277214412,74.9519236649092,0,0,0,97.75083197331611,13
2008,25,131930.05285117315,43466.70453339314,88463.34831778001,5329.91478744535,1687.6149292570415,3642.2998581883085,368.4916025207441,278.4996610758987,89.99194144484542,4364.89459043029,1242.1284667401524,3122.7661236901376,464.8371569586456,124.95028024656456,339.886876712081,127.93048357932088,42.03652119442596,85.89396238489492,3.76095395634927,0,3.76095395634927,0,0,0,498.86676700938136,159.307118328817,339.55964868056435,0,0,0,389.1993372486629,116.21835669744627,272.98098055121665,0,0,0,0,0,0,109.66742976071845,43.08876163137076,66.57866812934769,97.66182748493436,7.679683112173493,89.98214437276087,97.66182748493436,7.679683112173493,89.98214437276087,0,0,0,0,0,0,437.19409595407546,136.40530248090448,300.788793473171,437.19409595407546,136.40530248090448,300.788793473171,323.7657122370078,93.31654084953374,230.44917138747402,61.6726710553059,22.901815847912527,38.77085520739337,113.42838371706772,43.08876163137076,70.33962208569696,0,0,0,97.75083197331611,13
2009,25,130671.9148857073,42378.13281170301,88293.78207400428,4463.063191554441,1259.6968319195612,3203.3663596348797,169.00164208933748,141.13546677928264,27.866175310054818,3631.9038918769097,927.2009089361158,2704.702982940794,504.9585056649201,160.0958300870228,344.8626755778973,129.53721129934533,19.38397680646872,110.1532344928766,15.586031247390986,3.8884305141218864,11.6976007332691,12.075909376537433,7.992218796549292,4.083690579988143,536.6870778718306,156.47004379917706,380.2170340726536,0,0,0,333.05693695349925,93.9747289206447,239.08220803285457,0,0,0,0,0,0,203.63014091833136,62.49531487853236,141.134826039799,125.47057971636319,34.89041240498564,90.58016731137755,125.47057971636319,34.89041240498564,90.58016731137755,0,0,0,0,0,0,485.50754842441995,144.733983513164,340.77356491125596,485.50754842441995,144.733983513164,340.77356491125596,266.3066247561782,78.35023812050974,187.95638663566848,47.18436333993276,7.7408941785351,39.44346916139766,219.2009236682417,66.38374539265425,152.81717827558745,3.995166107477964,3.995166107477964,0,97.75083197331611,13
