"Year","mean.pop.males","mean.pop.females","mean.pop.overall","mean.prev.males","mean.prev.females","mean.prev.overall","mean.new.infections","mean.new.infections.females","mean.new.infections.overall","mean.plhiv.diagnosed.males","mean.plhiv.diagnosed.females","mean.plhiv.diagnosed.overall","mean.plhiv.onart.males","mean.plhiv.onart.females","mean.plhiv.onart.overall"
2036.5,8331119.784652504,8452754.954947326,16783874.739599828,0.04592107272413901,0.07789675494781186,0.06190891383597543,12675.00912632396,17378.989604537914,15026.999365430936,0.9569046279141307,0.9661883204387798,0.9661883204387798,0.9077036311705757,0.9661883204387798,0.9661883204387798
2037.5,8556345.578027425,8683865.55561443,17240211.133641854,0.044173740791451775,0.07554981605829106,0.05986177842487142,12331.847418917545,17205.699132985832,14768.77327595169,0.9577317837751232,0.965853262273257,0.965853262273257,0.9073658190574686,0.965853262273257,0.965853262273257
2038.5,8789231.570411075,8923395.112630606,17712626.68304168,0.04239019623849635,0.07312435567163815,0.05775727595506726,12242.420807950812,16805.919586760538,14524.170197355676,0.9579204023594682,0.9670560683836945,0.9670560683836945,0.9075754391289216,0.9670560683836945,0.9670560683836945
2039.5,9031621.01602492,9168437.350705836,18200058.366730753,0.04056068171645235,0.0705872706278324,0.05557397617214238,11767.35742239449,16351.56877780342,14059.463100098956,0.9581559136280747,0.9674593051452622,0.9674593051452622,0.9085040236255939,0.9674593051452622,0.9674593051452622
2040.5,9280153.427826257,9424667.717815334,18704821.14564159,0.03871141954388455,0.06800775648397851,0.05335958801393153,11888.780285941892,16413.318552381694,14151.049419161793,0.9598854442252099,0.9680968215412913,0.9680968215412913,0.9079189361415975,0.9680968215412913,0.9680968215412913
2041.5,9518457.478798049,9669773.654319553,19188231.1331176,0.03699100817442193,0.06555684666571905,0.05127392742007049,12031.361817499674,16577.869489915127,14304.6156537074,0.9589574819174205,0.9679072169167776,0.9679072169167776,0.9084334796778784,0.9679072169167776,0.9679072169167776
2042.5,9758380.838613389,9916203.16568625,19674584.004299637,0.03529268882530341,0.06309850141039823,0.04919559511785082,11737.39614013295,16000.941041798505,13869.168590965728,0.9579201785750281,0.9677256635336002,0.9677256635336002,0.9084368026555713,0.9677256635336002,0.9677256635336002
2043.5,10005191.804247528,10167742.567887045,20172934.372134574,0.0335418573100579,0.06058531385755291,0.047063585583805405,10808.143078011773,15057.957427981482,12933.050252996627,0.9591349967624341,0.9684086194270736,0.9684086194270736,0.9088110044703602,0.9684086194270736,0.9684086194270736
2044.5,10256479.229673076,10428732.100851018,20685211.330524094,0.031794151973673086,0.05797913522614668,0.04488664359990988,10931.710031076196,14874.248207677698,12902.979119376947,0.9599061309894864,0.9690541613317611,0.9690541613317611,0.9086435426064138,0.9690541613317611,0.9690541613317611
2045.5,10515621.727452742,10691231.167583784,21206852.895036526,0.030131582899953997,0.055428317183336524,0.04277995004164526,10955.305485388479,14988.40314807968,12971.85431673408,0.9594867929528826,0.9690600483591355,0.9690600483591355,0.9083518335508892,0.9690600483591355,0.9690600483591355
