"","name","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"21","mean.prev.males.older",0.0897606045769355,0.102300630604618,0.114444943955437,0.125231813992855,0.135950060182683,0.145211496727836,0.15321554523754,0.159632270523779,0.165516816203663,0.167925935450921,0.169484004846457,0.169873561251714,0.169323469260011,0.168310286329967,0.165914788940099,0.162983562055654,0.159933923595483,0.156120171158883,0.151881542422596,0.146927668559708,0.141960107055048,0.136848756616068,0.131768226662604,0.12667447342512,0.121831885947978,0.117350472744399,0.112883262981792,0.108197711759512,0.103618490738638,0.0989397729394222,0.094131660939881,0.0894100985263052,0.0847435615212796,0.0801481707207431,0.0755486694880494,0.0715637770668514,0.0675137976911828,0.0632259927818792,0.0591748673150437,0.0551154402227109,0.051225580739084,0.0475642036851417,0.0441872499502584,0.0408726339032808,0.0379194930223961,0.0352272579657887,0.032651145749484,0.0304620712871118,0.0281979113236818,0.0261313557761815,0.024113545259552,0.0224989284631075,0.0211594934044342,0.0197302015001343,0.0183282598862451,0.0171050756912751,0.0159711421024293,0.014919116502425,0.0138907069957852,0.0128980475842737,0.0119282914551899
"22","mean.prev.females.younger",0.0664516189385245,0.0708635152568134,0.0741201896145123,0.0772468795670707,0.0794878784083124,0.0809925476067364,0.0830480432379374,0.083264486581479,0.0838235851564511,0.0819603009124537,0.0794145077497254,0.0768109093037694,0.0742074087315843,0.0712300338115886,0.0684886335765841,0.0658911013999213,0.0637978002725874,0.0619208941165651,0.059373536998825,0.0569203995290935,0.0539087398794244,0.0504322358513077,0.0468864205983273,0.0438883748974282,0.0403917351574058,0.0377034021946166,0.0354878788896698,0.0325422612423725,0.029708472044378,0.0271975271645797,0.0247115533388656,0.0226858784073585,0.0211863643269797,0.0197459095192888,0.0183537303575004,0.0168555973228732,0.0157263628657882,0.0149675463487142,0.0143039139929485,0.013264702864089,0.0122487799222403,0.0112688022402463,0.0103848424299245,0.009464803678362,0.0085419595548025,0.0077532730452199,0.00702074771369221,0.00640331469026256,0.00587940797108702,0.00545504927912858,0.00504875097202527,0.00469855728936845,0.0044044515222759,0.00405088995982588,0.00375599519459547,0.00343398262594442,0.00322851581136119,0.0030153906374894,0.00286287816409683,0.00271655353131068,0.00253525918226031
"23","mean.prev.females.older",0.0786906276015818,0.0928243857963642,0.107065337908697,0.120082558338895,0.133339210045178,0.145115821874558,0.155591814667688,0.16473113531911,0.172258625362438,0.178191617819196,0.183337742131281,0.187660330701912,0.190529596339961,0.192984566946882,0.193831784398223,0.193803549488349,0.194339490996293,0.192826338000596,0.190984357445751,0.188276313127763,0.185661951224623,0.183446441302779,0.181931982417288,0.179883348210105,0.177624554362021,0.175153271267559,0.172958275484915,0.169954026127395,0.166378644964632,0.162471029464785,0.157915655687028,0.152992867520446,0.148149823651183,0.142727096423502,0.137155605041625,0.131819355113646,0.126064936073104,0.120245293453014,0.114086590896771,0.108024243940702,0.101835146496701,0.0958655951093678,0.0902434688358888,0.0847611933471589,0.0794191440757053,0.0743991575671932,0.0698212211329836,0.0653794484184813,0.061166267306307,0.0569850700248533,0.0531218391221726,0.0498083933689809,0.0467058504163486,0.0438342916293368,0.0411295978163627,0.0385093946166674,0.0359948936073724,0.0337474982512802,0.0315763894675981,0.0295259480161612,0.0275368514216334
"24","mean.prev.children",0.00437839934449226,0.00526474122408268,0.00621001473191873,0.00724956196154808,0.00840593830750876,0.00956681722523709,0.0106353263643751,0.0116048110269637,0.0126781194566143,0.0137505478702252,0.0146434018544246,0.0153797743964279,0.0147541268910644,0.0141114263764292,0.0136955839242935,0.0132265307329365,0.0126514858373843,0.0120258860716768,0.0116279894439446,0.0110928788891421,0.0105802411307367,0.00997208879807875,0.00930050681802573,0.00848998299449732,0.00771809531744678,0.00687048038234794,0.00606818731643796,0.00562746430005176,0.00525983280158976,0.00485459194802159,0.00449102227897438,0.00411215969303114,0.00373360072832338,0.00331291780193432,0.00289668132955791,0.00250070831776952,0.0021784773252706,0.00189915728237084,0.00171127309968033,0.00158665999721276,0.00148793903150853,0.0013937902147412,0.00131113153788589,0.0012389359518635,0.00117536884575517,0.00109045948774853,0.00100900046003856,0.000951347718106651,0.000894705537725505,0.000829941088809419,0.000771269573326966,0.000722419960639217,0.000671351489239167,0.000630133802827051,0.000584211305026442,0.000551239168965539,0.000511217138011922,0.000474209860762426,0.000436017697148329,0.000405874308579788,0.000378698706414294
"25","mean.prev.fsw",0.624073605567949,0.657920236486122,0.66682727308069,0.678084540212702,0.681506342810413,0.679041125470805,0.679434235134495,0.676558167324923,0.669867843835911,0.642328476292311,0.595965749042379,0.554607052859434,0.51314846905071,0.484714651591055,0.453954958514324,0.43415587766364,0.427794031880254,0.414901371118696,0.400513003818907,0.386012367830084,0.366545255952117,0.339083120311487,0.310840728489072,0.286860678769059,0.260558239269394,0.238316096374716,0.218953998325349,0.19508496393466,0.179209406208689,0.162265093301105,0.146237203045091,0.133969503795186,0.124987995893601,0.113603142064946,0.105949383280684,0.0974859595505762,0.0917018725764233,0.0851783592744552,0.080723970102167,0.0755355299011081,0.0705293489329896,0.064447792688462,0.0602688082973775,0.0572028459500428,0.0547691739848252,0.051774517161497,0.0480469599853293,0.0451032618140179,0.0408631657762903,0.0382344515939491,0.0358743288955243,0.0333938779550895,0.0326061659919614,0.0308719627768418,0.0280831449569863,0.025920026707711,0.0224991698618747,0.0205996986370322,0.020331479112471,0.0198693018003467,0.0192666342227549
"26","mean.prev.overall",0.0317378198298955,0.0363018932360311,0.0407541839717026,0.0449060852979178,0.049153042895827,0.0529318116749672,0.0564053676026663,0.0592852742926918,0.0618998387412979,0.0635859466832731,0.0648184893103786,0.0657782733603592,0.0657678681206448,0.0655411075535026,0.0650780729540464,0.0644391987462681,0.0638109701693742,0.0628582801082161,0.0618473827353337,0.0606158555400294,0.0594579640678727,0.0583827973686297,0.0574924008838681,0.0566187814471834,0.0557961147184683,0.0551223641923896,0.0545244179742734,0.053921966067283,0.0532918484993222,0.052619553131706,0.0518599903941135,0.0511742678942258,0.0505066825059645,0.0497545048779127,0.0490131984945763,0.048288536992361,0.0475490760426852,0.0468474845620453,0.046135865919508,0.045373891232433,0.0446035674599046,0.0438509560775502,0.0431538895428006,0.0424241465939905,0.0417040184290036,0.0409701113012418,0.0402260809288808,0.0395115501811164,0.0387236913996153,0.0379365739493751,0.0371395118942713,0.0364021542918551,0.0356678412778378,0.0349073471001886,0.034099131437938,0.0332930187629149,0.0325156099904925,0.0317400815737274,0.0309690209182706,0.0301672607152392,0.0293536479309728
"27","mean.inc.males.younger",0.939220601827237,0.911975595687334,0.944211884804379,0.958697414134494,0.960626529609175,0.994995205419709,0.948757886679111,0.957005501515665,0.862117418989246,0.799619316058667,0.755264942196494,0.68142398125389,0.646902002786501,0.598125251572582,0.596401063167235,0.550791401346529,0.521678996549544,0.435829728003965,0.426861665845449,0.361830712271771,0.302983072187739,0.257709940525388,0.228712030230124,0.202604250660367,0.170836540562454,0.145988099454459,0.121340612314803,0.122000266804352,0.0993981513073874,0.0935903178467295,0.0715158304783112,0.0786438179012765,0.0605672424111536,0.054044273754883,0.0524457667147764,0.0436498352143912,0.0444742113121694,0.0367896637835838,0.0357763686618105,0.0328056830802913,0.0267218920876793,0.0262902784176372,0.0255287951782918,0.0239527552719974,0.0218702063896102,0.0215122602168084,0.0155517812830064,0.0137239831133571,0.0132199333312597,0.0142462968657187,0.0132487827584752,0.0131918256228615,0.0104433135845487,0.00870969887221021,0.00814232413503004,0.00618196306389342,0.00640777856252922,0.0069022038975188,0.00772576893335034,0.00602813337751883,0.00470422269299506
"28","mean.inc.males.older",1.91422862661124,1.85076319533194,1.97587204436736,2.06406751225298,2.10453371091341,2.1597434687798,2.13032268926389,2.18479270812272,2.07336455595049,1.9113570098968,1.87758886922032,1.85670731749127,1.85370115743432,1.83877638557742,1.75423219445247,1.68681881253046,1.70417096900529,1.55226491143099,1.39150253995435,1.25361031726347,1.04705376541215,0.92794332161237,0.808078156351762,0.719049468759689,0.638302541016401,0.57660334975767,0.498474183021903,0.458413507058845,0.435328464496012,0.416211398782448,0.368524455796593,0.353438102577298,0.335905187335302,0.302311572324575,0.309754020102893,0.296238603331061,0.281792412819933,0.257252238511914,0.250134326051161,0.235594843474586,0.217077620307985,0.200414744576956,0.193282599906545,0.186117953015694,0.177038902705557,0.158297895603458,0.146164638261289,0.137649492300323,0.124329082685226,0.116490642093377,0.11242638345211,0.107133183563224,0.106022444739022,0.0881602926495187,0.0852197911093165,0.0838067164144641,0.0745867101658673,0.0703384207743357,0.0698622028638575,0.0628914612274278,0.0563563534142456
"29","mean.inc.females.younger",2.14971894127965,2.02618051788532,2.1095734980374,2.16935200651027,2.15595417520073,2.16555833727817,2.17272794683318,2.16193383250675,1.97372924799179,1.82440444879882,1.75854766663914,1.66575923112582,1.59607056954115,1.56357882618559,1.50467381472545,1.46152274273502,1.41763558219583,1.25799569342644,1.20711107413447,1.05779325522418,0.934584677081704,0.820036785038885,0.767193288436291,0.67161488173396,0.579706571318277,0.534879986062132,0.466745055498409,0.421847214914395,0.369843830726766,0.320077863272245,0.291474303427431,0.291995077845306,0.259600950700025,0.232173531051967,0.222030669007283,0.197846061757866,0.199967018928582,0.174346232717892,0.16837522134889,0.146240039649954,0.138282434210257,0.122340531190572,0.129718381741485,0.116508212342875,0.115765777147114,0.100644165402437,0.0960070438782317,0.0843689965928857,0.0781849787695365,0.0766819768631809,0.0724015086639204,0.0670369787906019,0.0637087622342207,0.0522767946605055,0.0490887464519374,0.0476262706042624,0.0428362484024275,0.0412040304487533,0.0459537658520608,0.0412759478164536,0.0333457789870385
"30","mean.inc.females.older",1.41302462516165,1.44633867852776,1.5510580727886,1.55817735599022,1.6645668709631,1.64101421815653,1.66020699026418,1.67594619317099,1.63536899388936,1.58466756073859,1.61182459891366,1.60386886443946,1.6393715388111,1.64884162987803,1.59186541373167,1.51913347964849,1.51911108019128,1.44176142052866,1.34714676241254,1.18164768096043,1.05388302620863,0.955063209983107,0.877192777405771,0.782634797597225,0.678137202203609,0.66872237722161,0.592391812423847,0.557745536774869,0.526688130261799,0.501151917434565,0.476295087946997,0.439601157232535,0.4348273273853,0.404587972486713,0.411356428999946,0.374211470162289,0.362684254832712,0.364230994822692,0.34507062992027,0.324796900555367,0.289244905402501,0.300980732454963,0.276967000331828,0.263046529956976,0.255673368164613,0.236805429656895,0.224598957766129,0.211223557665553,0.210091091108794,0.182541615741378,0.185141503199577,0.172767485791574,0.158589492173955,0.150993828687117,0.145190305382331,0.139993439302325,0.123042581540649,0.121535406158588,0.120762808199945,0.105857935545224,0.0936243423415823
"31","mean.inc.overall",1.60236193766333,1.55966360702952,1.64701120935599,1.68717720616561,1.72266498686943,1.73938017318548,1.72597527705577,1.74306855155238,1.63496732277489,1.52827400303077,1.49799554514478,1.44917379352309,1.43086871065268,1.40917003325254,1.35862742670767,1.30153112765592,1.2891177006599,1.17280307020275,1.09573573312634,0.968955181731398,0.840941084940379,0.747264932569632,0.67703733782024,0.601513485612707,0.524954011993055,0.490468874114043,0.428264452038234,0.398279921466665,0.36692446970376,0.342731369660946,0.311620142193845,0.29992385899781,0.282805490077822,0.258047276039652,0.259859429396862,0.239181915107046,0.233242792645286,0.220201173859907,0.212419047319167,0.197973186973167,0.180507022804077,0.176498418314207,0.169906796117122,0.161703098930204,0.157161597519665,0.143561348140157,0.134637942158554,0.12576592647234,0.120360790742978,0.109800150158371,0.108651499568407,0.102348535002274,0.0965815736544629,0.0862990502032277,0.0829862747375376,0.0804072370622994,0.071438999316661,0.0695496016449551,0.0703075094783565,0.062341548274147,0.0548136929192982
"32","mean.plhiv.diagnosed",0.00486506144592198,0.00950103147901427,0.0115401947644354,0.0115988419894407,0.0123779787108411,0.0139172007055032,0.0142122204017591,0.0140020209979681,0.0140627844329458,0.0148465365632946,0.0154454902596266,0.0506251005663639,0.120889284512681,0.177217075882049,0.238533705916841,0.302788575181574,0.359675168030966,0.419226084630747,0.480738263735953,0.541838449934104,0.599097043269944,0.653246588434489,0.701342802296649,0.743548159663896,0.781399781121773,0.812524259400335,0.839124528984908,0.861991932245889,0.880272029338399,0.895462754508142,0.907199456104187,0.916993768400762,0.924601865309715,0.932128704814766,0.937220277573117,0.941079071098713,0.945753868536646,0.948854253925348,0.95131291085675,0.954208601966027,0.956373187251803,0.957912439232451,0.959345651266749,0.960379858566455,0.961405910919384,0.962807878456765,0.964191618526099,0.965209013046949,0.966363997815638,0.967458625957139,0.968345263653342,0.969148538653685,0.969417203078638,0.970414728883888,0.971466264624088,0.97248477596564,0.973159450506732,0.973776919302325,0.973568894973273,0.974388270768347,0.975391974397964
"33","mean.Total.Tests.males",960.068228473461,1134.11383573707,1340.59811426549,1430.59105600819,1843.45491504938,2005.37550109125,2197.78794080462,2481.88678305565,2658.76309449873,2805.56199943472,3029.11387123799,3309.96527101186,3196.28615885698,6271.4100450872,46348.4167110598,139186.596470129,318072.557192268,564136.10121765,842213.316631001,1112431.21648254,1349988.27334599,1584401.38896378,1785011.63229649,1983831.57972016,2166879.86683839,2346476.85204589,2504302.98004186,2668333.4023722,2833151.79885991,2987930.45854061,3141013.88871461,3304888.62353413,3463921.41416917,3618596.42053737,3789271.54041364,3960146.92778242,4133211.87395036,4292794.85625498,4470565.89611214,4651620.57713935,4832684.52327041,5018800.20700849,5209993.22395925,5395471.00951768,5586500.67205674,5785785.39313644,5983177.14340002,6195137.60085222,6397477.72258555,6602955.16996685,6816398.3771517,7038844.07672844,7261367.1331709,7495424.76461571,7732040.41706636,7961296.55748957,8196023.49291783,8439508.77086437,8690871.68539562,8943596.33357438,9192097.495947
"34","mean.Total.Tests.females",942.042503367823,1101.46033131299,1177.2696537691,1628.96539278093,1891.45427941176,1742.94536720019,2397.29264561076,2400.94584002733,2705.07490693471,3019.87848217488,3259.81060424732,381348.151916667,443255.827782296,481694.908019055,543695.123297279,642265.008391408,836931.001298597,1100065.20099871,1383566.90991566,1650761.65592816,1845958.75552904,2069647.1327325,2280419.91366211,2491958.11120824,2686777.33330806,2822531.15505769,2998342.48949059,3180298.88180649,3356177.91195571,3530286.58801291,3676776.71077502,3850999.89714966,4040903.01856333,4215515.32165523,4405649.62874515,4562819.91989121,4741658.33028611,4935245.13164481,5133214.8216854,5339717.32350493,5495937.9861329,5689588.72860171,5892536.95388608,6105217.38168601,6308556.35584731,6493426.08500126,6705279.3137045,6923194.47951525,7153092.75227852,7378576.19653095,7594725.85361427,7810524.54176371,8056446.94659401,8320237.07416373,8566000.08353817,8785445.30737204,9051502.88552709,9313056.1960988,9585874.67961622,9860318.836429,10098417.5397496
"35","mean.Total.Tests",1902.11073184128,2235.57416705006,2517.86776803459,3059.55644878912,3734.90919446114,3748.32086829143,4595.08058641538,4882.83262308299,5363.83800143345,5825.4404816096,6288.92447548532,384658.117187679,446452.113941153,487966.318064142,590043.540008339,781451.604861537,1155003.55849086,1664201.30221636,2225780.22654666,2763192.87241069,3195947.02887503,3654048.52169628,4065431.5459586,4475789.6909284,4853657.20014644,5169008.00710358,5502645.46953245,5848632.28417869,6189329.71081562,6518217.04655351,6817790.59948963,7155888.52068378,7504824.4327325,7834111.7421926,8194921.16915879,8522966.84767364,8874870.20423647,9228039.98789979,9603780.71779754,9991337.90064428,10328622.5094033,10708388.9356102,11102530.1778453,11500688.3912037,11895057.027904,12279211.4781377,12688456.4571045,13118332.0803675,13550570.4748641,13981531.3664978,14411124.230766,14849368.6184921,15317814.0797649,15815661.8387794,16298040.5006045,16746741.8648616,17247526.3784449,17752564.9669632,18276746.3650118,18803915.1700034,19290515.0356966
"36","mean.Proportion.Positive.Tests",1,1,1,1,1,1,1,1,1,1,1,0.185095391165813,0.176678917405737,0.174918019422429,0.201802275149841,0.17766843317342,0.145257564514114,0.112631531790529,0.0856487288281931,0.065603496139452,0.0491580956078533,0.0382179899272356,0.0301831248373124,0.0237110468981579,0.0193701669329992,0.0159693607714515,0.0134385565326212,0.0113930925110153,0.00965151624461883,0.00863713383688316,0.00735999049965441,0.00665009960244429,0.00617802552506071,0.00550035117898005,0.0052251582272967,0.00497119704876555,0.00472389552481367,0.00439387134608504,0.00428742700464823,0.00408474739492845,0.00383192967790583,0.00368529118392729,0.00359411740631973,0.00342793311810887,0.00333665214381963,0.00321657187874067,0.00304895242862645,0.00294914238659035,0.00279358762076155,0.002693290137804,0.00253984946413246,0.00252448804731569,0.00243308508529208,0.00228994782982084,0.00218958960305925,0.00209343339821874,0.00198966570622201,0.00190559744866809,0.00186802463851048,0.00177164000215264,0.00166492884843585
"37","mean.On_ART.males",0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.351129784082,1271.81762252864,8136.74487252572,23152.3942657952,42962.0729778227,68700.1216424152,97526.3037854833,126257.13053775,155424.250515105,181291.655059038,204150.356225268,224872.079337763,242812.355602111,258108.181210434,272077.435068347,284662.24222578,295615.087884047,304657.900814548,313210.150457962,320777.025192724,327580.575934091,333864.107374375,339675.983590912,344669.801168182,348393.117839562,353167.494151442,356831.534714938,360027.813966976,363181.115033149,365788.949121417,368277.408547641,370769.232405774,373085.392688268,374942.634969839,376115.360949673,377132.999177583,377295.639057867,377542.04792103,377416.837425764,377009.175348003,375488.706908149,373973.77872408,372214.641283678,369509.463384947,366405.378022721,363609.850496319,360644.115620115
"38","mean.On_ART.females",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9332.37808565217,14997.5749505132,18854.9751052957,41582.2593798159,80352.4897928747,129222.611559264,182220.259759286,229518.369519896,274158.764278803,314143.94003767,347862.845935584,376080.079267887,399659.806232246,420874.21524991,439934.082181016,458516.784614621,473285.018308632,486160.109939698,497779.209077518,509099.019855557,519271.321710704,529206.379809901,538817.522121805,547284.362537845,555792.18471505,563491.251194676,571160.781185473,577673.28759167,583788.994247408,589177.649770842,595405.788137019,601113.167781445,605683.564949534,610286.452631495,613464.209507325,617122.548306516,620022.158508959,622172.417169402,623824.788479229,625142.873780012,626564.067710734,626685.129772644,626294.724437773,625098.766060026,623444.105801311,621173.26208565,618266.588981483
"39","mean.On_ART.children",0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7441642452977,277.212781524829,613.246670318115,977.139474014393,1992.15489787314,3595.23457545422,5553.33952226273,7512.63594030902,9733.14142166001,11524.5487531367,12868.286247224,13699.6376564856,13757.5150442299,14341.955910836,14960.6836443951,15325.1893030717,15461.9264197631,15600.9036548053,15390.6298124829,14498.5076885327,13496.1542748435,12245.2888135371,11006.1804412356,9813.69900926201,8907.22550354626,8395.43024837127,7971.25736513828,7662.60713447841,7353.7958731365,7068.29527222027,6724.86918466678,6464.46845472989,6107.05874409004,5877.48010309515,5647.23507517481,5290.11711080282,4969.87223485171,4709.93312538441,4452.64364119501,4238.88015578615,3949.66550164109,3730.76405313878,3501.00101056602,3265.59869728733,3074.18465424658,2837.43655670465,2653.17110645866
"40","mean.On_ART.overall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10140.4733796815,16546.6053545667,27604.9666481395,65711.7931196256,125306.717668571,201517.967777133,285299.903067032,363288.135997955,439316.156215568,506960.143849845,564881.488408076,614651.796262136,656229.676878587,693324.352371181,726972.200893758,758504.216143472,784362.032612442,806418.914409051,826379.989347964,844374.552736814,860348.051919638,875315.775997813,889499.686153953,901767.862715289,913092.528058158,925054.17559449,935963.573265549,945363.708693125,954323.905153694,962034.894164479,970408.065869327,978346.868641949,984876.016381892,991106.567704429,995226.805532173,999545.664594902,1002287.66980168,1004424.39821582,1005694.26954619,1006390.9292838,1006002.44012052,1004389.67254986,1002010.36673202,997873.828142261,992923.668478278,987620.549138673,981563.875708056
"41","mean.ART.coverage.males",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240657435929464,0.00406654745472728,0.0256408578201217,0.0721165805481617,0.132761928635791,0.211065325091468,0.297355539527545,0.38281265135324,0.467867371722654,0.54108022994163,0.601187259836341,0.650464212919436,0.692124942953812,0.726445012250515,0.755946366770191,0.781076668373408,0.801507738487934,0.815996442337538,0.828549130015815,0.838396148150019,0.845833602693193,0.850305906845664,0.856177773286719,0.859724269615766,0.861027353047133,0.865562633268698,0.867599651671049,0.869335218337645,0.870900946855031,0.871269500437305,0.871771770273494,0.872761730048906,0.874853238144696,0.87618553613049,0.878011568524508,0.880002721113701,0.880523002832435,0.881383487693158,0.880800759278255,0.882400532355597,0.882844668018799,0.88395222953072,0.884469066055867,0.884779331956269,0.883671229597293,0.885116402610723,0.886977234382535
"42","mean.ART.coverage.females",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240086800891957,0.0377772033978843,0.0462981012982884,0.100010305425753,0.189575888132078,0.298797449709304,0.413124021381351,0.510305165652726,0.595745455193023,0.66549089849605,0.719186302561386,0.756002763707736,0.781005482294203,0.803138977703012,0.821129163481605,0.837248195005027,0.847660642028004,0.854037536475926,0.85764489769827,0.861780761017662,0.863168063276475,0.864548827120829,0.866935265151293,0.867674565663375,0.869114277436739,0.870879443304592,0.872784958707178,0.874224982841872,0.874551805961657,0.875021404461258,0.876719591035064,0.877535177495258,0.878093368166962,0.878973700059698,0.879471639395851,0.881026358944114,0.882254430849036,0.881963268993492,0.882431163727772,0.882794244055939,0.884806681012767,0.885724358903685,0.88660134292946,0.886476455086449,0.886727818954023,0.887725899634442,0.888663643080854
"43","mean.ART.coverage.children",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000851445329690632,0.00382973034231706,0.00851635114768724,0.0139589027575533,0.0286957350321758,0.053301660600287,0.0845843871077619,0.118350492504367,0.159644950168719,0.200559462874639,0.239688841872757,0.279318070160737,0.311767244641235,0.34413309444606,0.37641864547113,0.410826230762526,0.440207267096264,0.478178809700384,0.511377284545212,0.533408691824904,0.555494555267923,0.572379380548908,0.580555497742924,0.583120316108646,0.577337683098202,0.575578145582672,0.573071137616678,0.576620468414025,0.578823417635586,0.578094915017158,0.569497418874559,0.579732075643694,0.581692957178407,0.586424130723513,0.590200334373961,0.589760078865357,0.58937279179017,0.589235914294524,0.592717906384425,0.596062876837828,0.594976166910787,0.588056196601548,0.587933351239617,0.584174408872104,0.593012530194751,0.579949337615397,0.578255404255438
"44","mean.ART.coverage.overall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131500553021658,0.0211492484859798,0.0346409841739232,0.0813444485982213,0.153155246022802,0.243554071724595,0.340844788002615,0.429853950398705,0.513708508279428,0.585434062733061,0.643184729877653,0.687993268054915,0.722891651643198,0.751936169042731,0.77642345601401,0.798216814177745,0.814415518866739,0.82624619213559,0.835397068562891,0.843450614560719,0.848912059228097,0.852878183932974,0.857499682219024,0.860004433312871,0.861719546748062,0.864798686393271,0.866926421629907,0.868730135566179,0.869722190969733,0.870297634563051,0.87157912736504,0.872766362356738,0.874125915327298,0.875329385848254,0.876486777221996,0.878342139279138,0.879430099309203,0.879700101983533,0.879916706035985,0.880843293906484,0.882365856957897,0.883396852900417,0.884239439551381,0.884367249158903,0.884243904835859,0.885422878796571,0.886752735203973
"45","mean.fraction.circumcised",0.112405461123076,0.11234515782758,0.112530561865678,0.112749966479978,0.112749366665289,0.112846352832122,0.113053987543909,0.113331653612915,0.113592006587698,0.113837154741125,0.113716427310667,0.113889526163955,0.113893646329351,0.114097654662668,0.114304419688798,0.114294830128169,0.11420839629165,0.114233424313151,0.114047910478371,0.114036761124019,0.113805049523002,0.113718130480721,0.113551395916902,0.113506903024402,0.113403813082072,0.209920979996421,0.244217300394822,0.278239877023477,0.312698526619217,0.348028704779589,0.383311232126002,0.41752528157155,0.451238400568496,0.484280055634935,0.51622698170936,0.54498014662399,0.569745405219911,0.591603676544341,0.610228301592373,0.628792150389429,0.645336573193728,0.660296993883005,0.675759453347045,0.690530957243971,0.704050544491026,0.716868779043016,0.728650182645221,0.740060728010971,0.751330355351159,0.762143356592724,0.772245409057052,0.781349900929774,0.789889631043076,0.797846483989218,0.805404396521977,0.812927615212847,0.819799360802779,0.826404967722406,0.832630617696767,0.838626729299965,0.844619569503947
